,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]","[10, 10]","[11, 11]"
"[0, 0]","[5.5579, 6.6145]","[5.4558, 6.8820]","[5.7615, 6.7844]","[5.0061, 7.5335]","[5.2791, 6.8314]","[5.2411, 6.1234]","[5.0600, 5.6429]","[5.0638, 5.4494]","[5.3604, 5.4947]","[5.3559, 6.0798]","[5.4916, 6.3975]"
