,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]","[10, 10]","[11, 11]"
"[0, 0]","[34.1241, 34.1742]","[34.0938, 34.1584]","[34.0680, 34.1584]","[34.1109, 34.1288]","[34.1111, 34.1743]","[34.1433, 34.1931]","[34.1453, 34.2218]","[34.1719, 34.2004]","[34.1755, 34.1902]","[34.1623, 34.1985]","[34.1525, 34.2034]"
