,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]","[10, 10]","[11, 11]","[12, 12]"
"[0, 0]","[33.7534, 34.5153]","[34.0080, 34.2277]","[34.0034, 34.2035]","[33.9849, 34.1881]","[33.8207, 34.3796]","[34.0330, 34.1980]","[34.0146, 34.2528]","[34.0314, 34.2603]","[33.9010, 34.4131]","[34.0358, 34.2981]","[34.0498, 34.2806]","[34.0392, 34.2637]"
