,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]"
"[0, 0]","[34.0667, 34.7177]","[34.1405, 34.9251]","[34.1703, 35.0885]","[34.1594, 35.0859]","[34.2693, 34.8229]","[34.2863, 34.6847]","[34.0404, 34.9408]","[34.3750, 34.6817]","[34.4403, 34.6063]"
