,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]","[10, 10]","[11, 11]"
"[0, 0]","[34.1728, 34.2439]","[34.1443, 34.2304]","[34.0930, 34.2470]","[34.0527, 34.2983]","[34.1210, 34.3145]","[34.1798, 34.3930]","[34.2953, 34.4015]","[34.3370, 34.4065]","[34.3421, 34.3566]","[34.2888, 34.3146]","[34.1582, 34.3559]"
