,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]"
"[0, 0]","[7.2193, 14.8969]","[10.9328, 18.0116]","[11.1822, 17.6622]","[9.5843, 14.0007]","[7.2923, 11.5810]","[8.6758, 9.8517]","[7.3677, 13.5306]","[8.4447, 12.6079]","[7.2570, 9.1362]"
