,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]"
"[0, 0]","[34.0730, 34.7527]","[34.1178, 34.7164]","[34.2437, 34.7612]","[34.3346, 34.8204]","[34.4209, 34.7172]","[34.2732, 34.7172]","[34.1148, 34.7740]","[34.3061, 34.6602]","[34.5183, 34.6523]"
