,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]","[10, 10]","[11, 11]"
"[0, 0]","[7.2270, 8.0683]","[7.3861, 7.8708]","[6.7175, 7.6368]","[5.9898, 7.0841]","[5.3205, 6.6222]","[5.1570, 6.0462]","[5.1284, 5.6806]","[5.1516, 5.5304]","[5.3702, 5.5463]","[5.4035, 6.2909]","[6.0570, 6.9342]"
