"[nan, nan]","[nan, nan]","[-152.6, 508.83]","[-188.13, 424.95]","[-58.49, 380.16]","[218.29, 234.92]","[-73.66, 528.78]","[-128.4, 449.04]","[-51.14, 271.75]","[-186.82, 509.71]","[16.25, 590.1]","[nan, nan]"
"[-74.9, 496.31]","[-75.99, 494.37]","[-52.31, 468.4]","[-44.75, 457.1]","[-27.97, 434.82]","[-56.49, 459.08]","[-54.74, 458.28]","[-30.72, 441.46]","[-40.27, 461.02]","[20.67, 407.38]","[-34.18, 463.56]","[-100.75, 526.67]"
"[116.81, 387.73]","[94.58, 390.46]","[82.88, 377.43]","[64.76, 384.62]","[92.19, 365.07]","[129.21, 342.37]","[138.79, 337.31]","[112.84, 354.65]","[48.43, 409.92]","[116.21, 347.32]","[103.83, 379.91]","[117.2, 386.09]"
"[199.47, 318.58]","[158.4, 345.75]","[154.98, 326.05]","[114.75, 351.41]","[141.8, 326.05]","[110.88, 367.84]","[149.38, 335.21]","[141.17, 338.37]","[99.14, 372.74]","[130.65, 344.28]","[117.44, 374.74]","[231.42, 280.66]"
"[230.26, 281.66]","[114.42, 384.09]","[175.17, 309.72]","[160.2, 318.23]","[174.3, 306.48]","[153.34, 334.13]","[184.42, 308.53]","[194.88, 301.0]","[197.16, 302.15]","[222.44, 283.59]","[185.62, 328.54]","[233.72, 283.97]"
"[199.57, 319.45]","[196.96, 311.57]","[179.99, 313.38]","[156.72, 327.47]","[194.54, 291.41]","[174.03, 320.03]","[195.36, 304.38]","[186.4, 312.58]","[165.91, 330.18]","[184.03, 314.43]","[190.2, 317.75]","[176.46, 341.43]"
"[181.0, 338.84]","[198.37, 312.14]","[184.31, 315.44]","[199.3, 294.18]","[203.81, 290.15]","[199.66, 298.94]","[200.56, 302.56]","[210.8, 294.92]","[208.68, 299.5]","[224.82, 288.06]","[197.13, 322.0]","[213.36, 309.43]"
"[239.79, 285.21]","[201.49, 315.23]","[228.9, 277.15]","[209.45, 289.32]","[219.9, 277.74]","[164.63, 336.2]","[203.9, 300.63]","[213.35, 293.62]","[212.23, 297.4]","[225.96, 288.77]","[199.12, 322.58]","[242.45, 284.09]"
"[243.47, 283.43]","[244.04, 275.01]","[227.9, 280.97]","[213.41, 288.51]","[221.58, 278.99]","[167.11, 335.81]","[206.33, 299.17]","[214.66, 292.45]","[215.17, 294.43]","[225.56, 289.55]","[224.17, 298.53]","[244.21, 283.83]"
"[207.03, 318.0]","[212.03, 305.55]","[225.87, 283.27]","[215.76, 288.5]","[222.6, 281.25]","[207.38, 298.0]","[208.8, 297.34]","[215.06, 291.26]","[217.35, 291.17]","[225.47, 288.98]","[222.37, 299.76]","[244.08, 282.75]"
