,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[2200.0, 2300.0]","[2.01358, 2.09189]","[2.01313, 2.1002]","[2.01267, 2.10852]","[2.01221, 2.11683]","[2.01176, 2.12515]","[2.0113, 2.13346]","[2.01084, 2.14178]","[2.01039, 2.15009]","[2.00993, 2.15841]","[2.00947, 2.16672]","[2.00901, 2.17504]","[2.00856, 2.18335]"
"[2300.0, 2400.0]","[1.94874, 2.04769]","[1.94804, 2.05387]","[1.94735, 2.06005]","[1.94665, 2.06623]","[1.94596, 2.07241]","[1.94526, 2.07859]","[1.94457, 2.08477]","[1.94388, 2.09095]","[1.94318, 2.09713]","[1.94249, 2.10331]","[1.94179, 2.10949]","[1.9411, 2.11567]"
"[2400.0, 2500.0]","[1.87743, 1.98812]","[1.87813, 1.99012]","[1.87882, 1.99212]","[1.87952, 1.99412]","[1.88021, 1.99613]","[1.88091, 1.99813]","[1.8816, 2.00013]","[1.8823, 2.00214]","[1.88299, 2.00414]","[1.88368, 2.00614]","[1.88438, 2.00814]","[1.88507, 2.01015]"
"[2500.0, 2600.0]","[1.80781, 1.9319]","[1.81141, 1.93104]","[1.81501, 1.93019]","[1.81861, 1.92933]","[1.82221, 1.92848]","[1.82581, 1.92762]","[1.82941, 1.92677]","[1.83302, 1.92591]","[1.83662, 1.92506]","[1.84022, 1.92421]","[1.84382, 1.92335]","[1.84742, 1.9225]"
"[2600.0, 2700.0]","[1.78888, 1.84707]","[1.78329, 1.85202]","[1.7777, 1.85698]","[1.77211, 1.86193]","[1.76651, 1.86689]","[1.76092, 1.87184]","[1.75533, 1.8768]","[1.74974, 1.88175]","[1.74415, 1.88671]","[1.73856, 1.89166]","[1.73297, 1.89662]","[1.72737, 1.90157]"
"[2700.0, 2800.0]","[1.6985, 1.82801]","[1.69572, 1.8272]","[1.69293, 1.82638]","[1.69014, 1.82557]","[1.68736, 1.82476]","[1.68457, 1.82395]","[1.68178, 1.82313]","[1.679, 1.82232]","[1.67621, 1.82151]","[1.67342, 1.8207]","[1.67064, 1.81989]","[1.66785, 1.81907]"
"[2800.0, 2900.0]","[1.68553, 1.70774]","[1.67947, 1.71077]","[1.6734, 1.7138]","[1.66734, 1.71683]","[1.66127, 1.71986]","[1.65521, 1.72289]","[1.64914, 1.72593]","[1.64307, 1.72896]","[1.63701, 1.73199]","[1.63094, 1.73502]","[1.62488, 1.73805]","[1.61881, 1.74109]"
"[2900.0, 3000.0]","[1.61428, 1.66819]","[1.60923, 1.66985]","[1.60417, 1.67152]","[1.59912, 1.67318]","[1.59406, 1.67484]","[1.589, 1.67651]","[1.58395, 1.67817]","[1.57889, 1.67984]","[1.57384, 1.6815]","[1.56878, 1.68316]","[1.56373, 1.68483]","[1.55867, 1.68649]"
"[3000.0, 3100.0]","[1.56598, 1.62229]","[1.56064, 1.62324]","[1.55531, 1.62418]","[1.54997, 1.62512]","[1.54464, 1.62607]","[1.5393, 1.62701]","[1.53397, 1.62796]","[1.52864, 1.6289]","[1.5233, 1.62985]","[1.51797, 1.63079]","[1.51263, 1.63174]","[1.5073, 1.63268]"
"[3100.0, 3200.0]","[1.53369, 1.56415]","[1.5254, 1.56617]","[1.51711, 1.56818]","[1.50882, 1.5702]","[1.50053, 1.57222]","[1.49224, 1.57423]","[1.48395, 1.57625]","[1.47566, 1.57827]","[1.46738, 1.58029]","[1.45909, 1.5823]","[1.4508, 1.58432]","[1.44251, 1.58634]"
"[3200.0, 3300.0]","[1.45072, 1.53151]","[1.44625, 1.53022]","[1.44178, 1.52892]","[1.43732, 1.52762]","[1.43285, 1.52632]","[1.42838, 1.52503]","[1.42391, 1.52373]","[1.41945, 1.52243]","[1.41498, 1.52113]","[1.41051, 1.51984]","[1.40605, 1.51854]","[1.40158, 1.51724]"
"[3300.0, 3400.0]","[1.40954, 1.46441]","[1.40242, 1.46486]","[1.39531, 1.4653]","[1.3882, 1.46575]","[1.38108, 1.46619]","[1.37397, 1.46664]","[1.36686, 1.46709]","[1.35975, 1.46753]","[1.35263, 1.46798]","[1.34552, 1.46842]","[1.33841, 1.46887]","[1.33129, 1.46931]"
"[3400.0, 3500.0]","[1.34488, 1.40263]","[1.33724, 1.40516]","[1.32959, 1.40769]","[1.32195, 1.41022]","[1.3143, 1.41275]","[1.30666, 1.41527]","[1.29901, 1.4178]","[1.29137, 1.42033]","[1.28372, 1.42286]","[1.27608, 1.42539]","[1.26843, 1.42792]","[1.26079, 1.43045]"
"[3500.0, 3600.0]","[1.28324, 1.33395]","[1.27547, 1.33693]","[1.2677, 1.33991]","[1.25992, 1.34289]","[1.25215, 1.34586]","[1.24438, 1.34884]","[1.23661, 1.35182]","[1.22883, 1.3548]","[1.22106, 1.35778]","[1.21329, 1.36076]","[1.20552, 1.36374]","[1.19775, 1.36672]"
"[3600.0, 3700.0]","[1.21325, 1.26062]","[1.20442, 1.26353]","[1.19558, 1.26644]","[1.18674, 1.26935]","[1.17791, 1.27227]","[1.16907, 1.27518]","[1.16024, 1.27809]","[1.1514, 1.28101]","[1.14256, 1.28392]","[1.13373, 1.28683]","[1.12489, 1.28974]","[1.11605, 1.29266]"
"[3700.0, 3800.0]","[1.0956, 1.21111]","[1.08929, 1.21263]","[1.08297, 1.21415]","[1.07665, 1.21567]","[1.07034, 1.21719]","[1.06402, 1.21871]","[1.0577, 1.22024]","[1.05139, 1.22176]","[1.04507, 1.22328]","[1.03875, 1.2248]","[1.03243, 1.22632]","[1.02612, 1.22785]"
"[3800.0, 3900.0]","[0.97942, 1.15321]","[0.97503, 1.15298]","[0.97064, 1.15275]","[0.96625, 1.15253]","[0.96186, 1.1523]","[0.95747, 1.15207]","[0.95308, 1.15184]","[0.94869, 1.15161]","[0.9443, 1.15138]","[0.9399, 1.15115]","[0.93551, 1.15092]","[0.93112, 1.15069]"
"[3900.0, 4000.0]","[0.96329, 1.01185]","[0.95259, 1.01804]","[0.94189, 1.02423]","[0.93119, 1.03042]","[0.9205, 1.03661]","[0.9098, 1.04279]","[0.8991, 1.04898]","[0.8884, 1.05517]","[0.87771, 1.06136]","[0.86701, 1.06755]","[0.85631, 1.07373]","[0.84562, 1.07992]"
"[4000.0, 4100.0]","[0.82785, 0.96211]","[0.82542, 0.96309]","[0.823, 0.96408]","[0.82057, 0.96506]","[0.81814, 0.96605]","[0.81572, 0.96703]","[0.81329, 0.96802]","[0.81087, 0.969]","[0.80844, 0.96999]","[0.80601, 0.97097]","[0.80359, 0.97196]","[0.80116, 0.97294]"
"[4100.0, 4200.0]","[0.81625, 0.85214]","[0.80866, 0.85552]","[0.80107, 0.85891]","[0.79347, 0.86229]","[0.78588, 0.86568]","[0.77829, 0.86906]","[0.7707, 0.87244]","[0.7631, 0.87583]","[0.75551, 0.87921]","[0.74792, 0.8826]","[0.74032, 0.88598]","[0.73273, 0.88937]"
