,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[nan, nan]","[nan, nan]","[nan, nan]","[3.28633, 6.0]","[3.12905, 6.0]","[4.04657, 4.16584]","[3.10827, 3.18779]","[3.38472, 3.42448]","[4.74876, 4.74876]","[5.34577, 6.0]","[4.91479, 5.65921]","[nan, nan]"
"[25.0, 30.0]","[2.03133, 4.2779]","[0.0, 1.49082]","[0.0, 0.96258]","[0.09352, 2.95066]","[2.34229, 5.80369]","[3.32271, 6.0]","[2.19107, 6.0]","[2.12139, 4.67696]","[3.01563, 4.55832]","[4.88249, 6.0]","[6.0, 6.0]","[5.07179, 6.0]"
"[30.0, 35.0]","[1.90639, 3.8424]","[0.0, 1.4376]","[0.0, 1.11319]","[0.90533, 2.87735]","[2.46756, 5.5894]","[3.41107, 6.0]","[2.27057, 5.96399]","[2.22167, 4.50629]","[3.08926, 4.73857]","[4.95785, 6.0]","[5.61032, 6.0]","[4.59946, 6.0]"
"[35.0, 40.0]","[1.77647, 3.50845]","[0.0, 1.41392]","[0.0, 1.26949]","[1.33731, 2.92055]","[2.40832, 5.57929]","[3.37675, 5.77779]","[2.44161, 5.37772]","[2.38175, 4.27284]","[2.8636, 5.05028]","[4.85898, 6.0]","[5.31488, 6.0]","[4.2462, 6.0]"
"[40.0, 45.0]","[1.56821, 3.20637]","[0.0, 1.50777]","[0.13902, 1.5856]","[1.75947, 3.11025]","[2.45863, 5.51624]","[3.32232, 5.38672]","[2.57659, 4.89079]","[2.66792, 4.00552]","[2.76054, 5.27841]","[4.71304, 5.89315]","[4.88333, 6.0]","[3.75565, 5.4896]"
"[45.0, 50.0]","[1.28145, 2.88015]","[0.21758, 1.68058]","[0.70742, 2.03472]","[2.21902, 3.41061]","[2.52706, 5.46576]","[3.15303, 5.08915]","[2.63179, 4.51689]","[2.88717, 3.91223]","[2.81615, 5.42812]","[4.49999, 5.75836]","[4.31889, 6.0]","[3.11763, 4.85203]"
"[50.0, 55.0]","[1.02406, 2.54194]","[0.4703, 1.83089]","[1.24861, 2.45192]","[2.64574, 3.69177]","[2.56563, 5.44616]","[3.10417, 4.72835]","[2.63776, 4.26152]","[3.04698, 3.9089]","[2.9964, 5.43301]","[4.22708, 5.6464]","[3.78747, 5.61992]","[2.51932, 4.19448]"
"[55.0, 60.0]","[0.7948, 2.29891]","[0.65774, 1.98288]","[1.67299, 2.81917]","[2.97852, 3.94574]","[2.64143, 5.39367]","[3.02796, 4.47682]","[2.62962, 4.07375]","[3.15876, 3.93699]","[3.24026, 5.35876]","[4.1023, 5.48013]","[3.33514, 5.19717]","[2.01237, 3.69544]"
"[60.0, 65.0]","[0.71895, 2.05186]","[0.83964, 2.03107]","[1.98549, 3.03545]","[3.19969, 4.10817]","[2.75016, 5.29216]","[2.97794, 4.31064]","[2.64293, 3.94314]","[3.24279, 3.95663]","[3.37343, 5.32979]","[4.00031, 5.35674]","[3.14673, 4.7626]","[1.76733, 3.24172]"
"[65.0, 70.0]","[0.77526, 1.95142]","[0.93663, 2.01788]","[2.08659, 3.07291]","[3.25675, 4.14815]","[2.96514, 5.09681]","[2.99902, 4.27439]","[2.71174, 3.88475]","[3.25383, 3.98587]","[3.17718, 5.53469]","[3.98132, 5.29127]","[3.18926, 4.55525]","[1.79241, 3.06349]"
"[70.0, 75.0]","[0.66125, 1.92945]","[0.97493, 2.19705]","[2.2065, 3.38254]","[3.32059, 4.45055]","[3.08096, 5.11573]","[3.01134, 4.22649]","[2.71623, 3.85837]","[3.27054, 4.05106]","[3.36089, 5.4316]","[3.87693, 5.29314]","[3.02794, 4.3883]","[1.58643, 2.9007]"
"[75.0, 80.0]","[0.83342, 1.70547]","[1.215, 2.04915]","[2.46733, 3.26357]","[3.55185, 4.31018]","[3.62443, 4.587]","[2.9954, 4.23122]","[2.74792, 3.83973]","[3.26585, 4.07493]","[3.50015, 5.24293]","[3.71336, 5.28927]","[3.11349, 4.06135]","[1.69032, 2.60028]"
"[80.0, 85.0]","[3.81479, 3.85436]","[3.70833, 3.75343]","[3.60188, 3.65251]","[3.49542, 3.55158]","[3.62939, 3.72675]","[3.76337, 3.90192]","[3.89734, 4.07709]","[4.03132, 4.25226]","[4.16529, 4.42743]","[4.29927, 4.6026]","[4.0277, 4.05621]","[3.92125, 3.95528]"
