,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[125.0, 150.0]","[3.29843, 3.29843]","[3.30254, 3.30254]","[3.30665, 3.30665]","[3.31076, 3.31076]","[3.31488, 3.31488]","[3.31899, 3.31899]","[3.3231, 3.3231]","[3.32721, 3.32721]","[3.33133, 3.33133]","[3.33544, 3.33544]","[3.33955, 3.33955]","[3.34367, 3.34367]"
"[150.0, 175.0]","[3.16284, 3.30274]","[2.16442, 2.3199]","[1.26645, 1.43751]","[1.15625, 1.34289]","[1.90902, 2.11123]","[2.91992, 3.13772]","[3.52193, 3.64588]","[3.37891, 3.57886]","[3.0241, 3.26179]","[3.00894, 3.22083]","[3.3546, 3.54535]","[3.58396, 3.73084]"
"[175.0, 200.0]","[3.13558, 3.28237]","[2.13701, 2.28837]","[1.2616, 1.41752]","[1.18395, 1.34442]","[1.95618, 2.12122]","[2.96207, 3.13167]","[3.50794, 3.64787]","[3.36036, 3.55479]","[3.01651, 3.23716]","[3.03717, 3.19273]","[3.39827, 3.51583]","[3.60946, 3.69605]"
"[200.0, 225.0]","[3.2656, 3.36378]","[2.30389, 2.4199]","[1.33607, 1.4699]","[1.09881, 1.25047]","[1.77133, 1.94081]","[2.80936, 2.99666]","[3.47107, 3.63931]","[3.42464, 3.61503]","[3.09611, 3.24009]","[3.00079, 3.14714]","[3.31166, 3.44972]","[3.5957, 3.69309]"
"[225.0, 250.0]","[3.13804, 3.28705]","[2.15661, 2.30668]","[1.26871, 1.41984]","[1.16206, 1.31425]","[1.91742, 2.07067]","[2.93461, 3.08892]","[3.51186, 3.62549]","[3.37145, 3.55499]","[3.02523, 3.21737]","[3.01198, 3.15698]","[3.39521, 3.43468]","[3.55569, 3.69733]"
"[250.0, 275.0]","[3.16506, 3.16506]","[2.14349, 2.18009]","[1.2813, 1.3545]","[1.23366, 1.34346]","[2.01485, 2.16124]","[2.98803, 3.17102]","[3.51275, 3.62382]","[3.33186, 3.50202]","[2.95898, 3.21832]","[3.07485, 3.12603]","[3.40805, 3.50309]","[3.58248, 3.69005]"
"[275.0, 300.0]","[3.06485, 3.22085]","[2.06755, 2.2281]","[1.2224, 1.3875]","[1.18433, 1.35398]","[1.97612, 2.15032]","[2.96911, 3.14786]","[3.51632, 3.60207]","[3.34473, 3.49127]","[2.99301, 3.18424]","[3.04406, 3.13273]","[3.39027, 3.47084]","[3.58228, 3.6328]"
"[300.0, 325.0]","[3.15752, 3.29086]","[2.19283, 2.33328]","[1.28332, 1.4309]","[1.13029, 1.28499]","[1.85132, 2.01314]","[2.87126, 3.0402]","[3.48927, 3.60142]","[3.38625, 3.54488]","[3.05579, 3.18172]","[3.00719, 3.1056]","[3.3354, 3.41004]","[3.55741, 3.64655]"
"[325.0, 350.0]","[3.05809, 3.20053]","[2.06831, 2.22116]","[1.22441, 1.38767]","[1.17617, 1.34984]","[1.9527, 2.13678]","[2.93705, 3.13154]","[3.5284, 3.55456]","[3.33745, 3.48819]","[2.99621, 3.18433]","[3.03304, 3.13754]","[3.37795, 3.45564]","[3.52192, 3.65506]"
"[350.0, 375.0]","[3.15541, 3.15541]","[2.15697, 2.19445]","[1.28055, 1.35552]","[1.19484, 1.30731]","[1.95089, 2.10084]","[2.93527, 3.12271]","[3.51157, 3.594]","[3.36512, 3.48252]","[3.0102, 3.15469]","[3.01635, 3.10169]","[3.36599, 3.41982]","[3.53419, 3.64346]"
