,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[2000.0, 2100.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[3.12407, 3.12407]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[2100.0, 2200.0]","[2.00724, 2.01961]","[1.22398, 1.23438]","[1.21234, 1.22077]","[1.9822, 1.98866]","[2.93095, 2.93544]","[3.40031, 3.40532]","[3.25269, 3.27128]","[2.93938, 2.95065]","[2.93003, 2.9498]","[3.25065, 3.25843]","[3.402, 3.41398]","[2.94892, 2.96326]"
"[2200.0, 2300.0]","[3.1268, 3.13058]","[3.12255, 3.12751]","[3.11937, 3.12412]","[3.11881, 3.12335]","[3.12078, 3.12512]","[3.12276, 3.12768]","[3.1171, 3.13471]","[3.11957, 3.1306]","[3.11229, 3.13695]","[3.12224, 3.12978]","[3.12277, 3.13447]","[3.124, 3.13619]"
"[2300.0, 2400.0]","[3.1277, 3.13152]","[3.12433, 3.12894]","[3.12142, 3.12628]","[3.12064, 3.12575]","[3.12206, 3.12743]","[3.12289, 3.13072]","[3.11918, 3.13609]","[3.12073, 3.1335]","[3.11401, 3.1393]","[3.12415, 3.131]","[3.12406, 3.13498]","[3.12473, 3.13667]"
"[2400.0, 2500.0]","[3.12875, 3.13254]","[3.12551, 3.12994]","[3.12281, 3.12724]","[3.12221, 3.12663]","[3.12375, 3.12818]","[3.12528, 3.13065]","[3.11957, 3.13789]","[3.12224, 3.13409]","[3.11294, 3.14245]","[3.12546, 3.13175]","[3.1254, 3.13569]","[3.12659, 3.13685]"
"[2500.0, 2600.0]","[3.12996, 3.13406]","[3.12674, 3.13143]","[3.12385, 3.12884]","[3.12305, 3.12833]","[3.12442, 3.13001]","[3.12653, 3.13195]","[3.12081, 3.13927]","[3.12361, 3.13537]","[3.11369, 3.14432]","[3.12682, 3.13297]","[3.12711, 3.13658]","[3.12818, 3.13792]"
"[2600.0, 2700.0]","[3.13128, 3.13562]","[3.12895, 3.1332]","[3.12662, 3.13127]","[3.12593, 3.13099]","[3.12683, 3.13229]","[3.12849, 3.13336]","[3.1218, 3.14088]","[3.12484, 3.13694]","[3.11487, 3.14658]","[3.12894, 3.13453]","[3.12887, 3.13803]","[3.12954, 3.13924]"
"[2700.0, 2800.0]","[3.13298, 3.13753]","[3.13044, 3.13483]","[3.12773, 3.13286]","[3.12687, 3.13274]","[3.12782, 3.13443]","[3.13036, 3.1351]","[3.12365, 3.14284]","[3.12626, 3.13919]","[3.1233, 3.14161]","[3.13062, 3.13631]","[3.13095, 3.13964]","[3.13211, 3.14049]"
"[2800.0, 2900.0]","[3.13492, 3.13948]","[3.1317, 3.13656]","[3.12867, 3.13399]","[3.1279, 3.13366]","[3.1294, 3.13562]","[3.13278, 3.1367]","[3.12579, 3.14549]","[3.12838, 3.1418]","[3.12653, 3.14257]","[3.13264, 3.13815]","[3.13298, 3.1416]","[3.13344, 3.14335]"
"[2900.0, 3000.0]","[3.13692, 3.14166]","[3.13457, 3.13923]","[3.13261, 3.13653]","[3.13226, 3.13543]","[3.13371, 3.13614]","[3.13363, 3.13948]","[3.12746, 3.14728]","[3.13035, 3.14396]","[3.12845, 3.14538]","[3.13504, 3.1403]","[3.13495, 3.14343]","[3.13614, 3.14411]"
"[3000.0, 3100.0]","[3.13921, 3.14414]","[3.13659, 3.14158]","[3.1346, 3.13851]","[3.13449, 3.13731]","[3.13643, 3.13817]","[3.13624, 3.14234]","[3.13005, 3.15037]","[3.1331, 3.14649]","[3.13081, 3.1477]","[3.13641, 3.14331]","[3.13681, 3.14612]","[3.13864, 3.14644]"
"[3100.0, 3200.0]","[3.14161, 3.14677]","[3.14151, 3.14679]","[3.14149, 3.14545]","[3.14147, 3.14411]","[3.14145, 3.14277]","[3.14077, 3.1468]","[3.13226, 3.15361]","[3.13521, 3.14936]","[3.1338, 3.15041]","[3.1397, 3.14703]","[3.13902, 3.14847]","[3.13915, 3.14676]"
"[3200.0, 3300.0]","[3.14441, 3.14976]","[3.14119, 3.1469]","[3.13917, 3.14347]","[3.13945, 3.14233]","[3.14196, 3.14343]","[3.14118, 3.14856]","[3.13272, 3.15848]","[3.1388, 3.15089]","[3.13635, 3.15204]","[3.14137, 3.14875]","[3.1425, 3.15161]","[3.1446, 3.1519]"
"[3300.0, 3400.0]","[3.1472, 3.1529]","[3.14402, 3.14986]","[3.14209, 3.14645]","[3.14247, 3.14535]","[3.14498, 3.14638]","[3.14405, 3.15129]","[3.13954, 3.15687]","[3.1422, 3.15264]","[3.1387, 3.15521]","[3.14449, 3.15166]","[3.14587, 3.15454]","[3.14784, 3.15486]"
"[3400.0, 3500.0]","[3.15028, 3.15624]","[3.14716, 3.15336]","[3.14546, 3.15003]","[3.14599, 3.14892]","[3.1485, 3.1498]","[3.14789, 3.15411]","[3.14282, 3.16008]","[3.14556, 3.15584]","[3.14469, 3.15597]","[3.14793, 3.15504]","[3.14917, 3.15792]","[3.15095, 3.15821]"
"[3500.0, 3600.0]","[3.15355, 3.15983]","[3.15042, 3.15662]","[3.14857, 3.15338]","[3.1491, 3.15253]","[3.15169, 3.15373]","[3.15128, 3.15805]","[3.1462, 3.16392]","[3.14875, 3.15961]","[3.14503, 3.16245]","[3.15137, 3.15853]","[3.15275, 3.16146]","[3.15451, 3.16177]"
