,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[125.0, 150.0]","[34.86171, 34.86171]","[34.86504, 34.86504]","[34.86837, 34.86837]","[34.8717, 34.8717]","[34.87503, 34.87503]","[34.87835, 34.87835]","[34.88168, 34.88168]","[34.88501, 34.88501]","[34.88834, 34.88834]","[34.89167, 34.89167]","[34.895, 34.895]","[34.89832, 34.89832]"
"[150.0, 175.0]","[32.95109, 33.01692]","[22.3967, 22.5309]","[13.61434, 13.81692]","[13.43904, 13.70999]","[21.98007, 22.31939]","[32.5202, 32.92789]","[37.93564, 38.01062]","[36.27861, 36.55946]","[32.80702, 32.98834]","[32.75891, 32.92822]","[36.28653, 36.39878]","[37.94078, 38.13494]"
"[175.0, 200.0]","[32.85601, 32.95167]","[22.2867, 22.4337]","[13.57129, 13.76963]","[13.50472, 13.75439]","[22.11687, 22.41788]","[32.64568, 32.99804]","[37.91738, 38.07949]","[36.25793, 36.52429]","[32.79318, 32.96307]","[32.80973, 32.92485]","[36.31402, 36.44687]","[37.95931, 38.09805]"
"[200.0, 225.0]","[32.99505, 33.07055]","[22.47429, 22.56974]","[13.68246, 13.79785]","[13.47998, 13.61533]","[22.01817, 22.17346]","[32.59892, 32.77416]","[37.87361, 38.07585]","[36.30732, 36.58006]","[32.84147, 32.98109]","[32.76694, 32.89573]","[36.28954, 36.36047]","[38.01865, 38.07844]"
"[225.0, 250.0]","[32.87298, 33.03437]","[22.33008, 22.51649]","[13.59247, 13.80391]","[13.4792, 13.71565]","[22.06662, 22.32809]","[32.61858, 32.90507]","[37.95094, 38.00693]","[36.25935, 36.54345]","[32.80173, 32.96573]","[32.80122, 32.89808]","[36.35038, 36.36491]","[37.9744, 38.09747]"
"[250.0, 275.0]","[32.94061, 32.94061]","[22.36091, 22.43198]","[13.61653, 13.75868]","[13.5159, 13.72912]","[22.10493, 22.38922]","[32.62622, 32.98159]","[37.92485, 38.05398]","[36.23447, 36.53688]","[32.77466, 32.96306]","[32.82458, 32.88782]","[36.35271, 36.40637]","[38.00321, 38.09351]"
"[275.0, 300.0]","[32.82173, 32.93545]","[22.26631, 22.38333]","[13.59313, 13.71347]","[13.58539, 13.70903]","[22.24376, 22.3707]","[32.78718, 32.91744]","[37.95397, 38.04054]","[36.24877, 36.48009]","[32.77012, 32.9338]","[32.8337, 32.88761]","[36.3655, 36.40897]","[37.99893, 38.05336]"
"[300.0, 325.0]","[32.96457, 33.05756]","[22.44934, 22.54997]","[13.67738, 13.78565]","[13.50168, 13.6176]","[22.05792, 22.18148]","[32.63846, 32.76966]","[37.91237, 38.03375]","[36.28804, 36.56248]","[32.83058, 32.94816]","[32.78177, 32.85107]","[36.2862, 36.34493]","[37.98539, 38.08508]"
"[325.0, 350.0]","[32.8532, 32.96087]","[22.31037, 22.43288]","[13.60643, 13.74377]","[13.53753, 13.68971]","[22.14735, 22.31438]","[32.68817, 32.87003]","[37.95929, 37.97267]","[36.2316, 36.5174]","[32.78932, 32.95035]","[32.82564, 32.88838]","[36.3455, 36.38781]","[37.96287, 38.07636]"
"[350.0, 375.0]","[32.94071, 32.94071]","[22.38471, 22.44299]","[13.63496, 13.75153]","[13.50969, 13.68454]","[22.08319, 22.31633]","[32.61743, 32.90886]","[37.93215, 38.0184]","[36.28002, 36.50203]","[32.80678, 32.92892]","[32.79121, 32.87145]","[36.31345, 36.36615]","[37.96679, 38.0736]"
"[375.0, 400.0]","[32.82395, 32.93213]","[22.28333, 22.39101]","[13.60533, 13.71252]","[13.57833, 13.68503]","[22.2224, 22.3286]","[32.77118, 32.87689]","[37.94573, 38.02979]","[36.28948, 36.45111]","[32.79918, 32.91141]","[32.8321, 32.86317]","[36.32905, 36.39525]","[37.97088, 38.04285]"
