,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[150.0, 175.0]","[33.63659, 33.79446]","[33.63056, 33.79118]","[33.62453, 33.7879]","[33.6185, 33.78462]","[33.61247, 33.78134]","[33.51599, 33.84573]","[33.56279, 33.87953]","[33.48634, 33.97662]","[33.49277, 33.9288]","[33.51077, 33.87071]","[33.6815, 33.80071]","[33.71366, 33.76165]"
"[175.0, 200.0]","[25.53046, 25.58586]","[14.75464, 14.84638]","[9.88802, 10.01609]","[14.72257, 14.88698]","[25.45955, 25.6603]","[34.22581, 34.4629]","[36.19061, 36.43226]","[33.25276, 33.61238]","[31.29811, 31.6428]","[33.36297, 33.52439]","[36.29715, 36.35295]","[34.34167, 34.36072]"
"[200.0, 225.0]","[21.49461, 21.58778]","[13.13859, 13.22897]","[13.19271, 13.28029]","[21.61374, 21.69853]","[31.81186, 31.89385]","[36.72364, 36.85581]","[35.10115, 35.24483]","[31.72391, 31.81541]","[31.72534, 31.86744]","[35.1424, 35.29147]","[36.75053, 36.81138]","[31.71666, 31.81263]"
"[225.0, 250.0]","[33.77298, 33.84101]","[33.8654, 33.93823]","[33.92832, 34.00593]","[33.91343, 33.99583]","[33.83692, 33.92411]","[33.74736, 33.86917]","[33.64993, 33.92614]","[33.63107, 33.99375]","[33.68268, 33.97978]","[33.74114, 33.87617]","[33.70782, 33.81933]","[33.70135, 33.80204]"
"[250.0, 275.0]","[31.83003, 31.83003]","[21.59768, 21.6207]","[13.20492, 13.25096]","[13.21147, 13.28052]","[21.60485, 21.69691]","[31.81134, 31.92643]","[36.71075, 36.98554]","[35.15767, 35.36655]","[31.74203, 31.97273]","[31.79731, 31.92312]","[35.23468, 35.28974]","[36.80351, 36.85686]"
"[275.0, 300.0]","[25.59144, 25.69065]","[14.79234, 14.89504]","[9.92503, 10.03123]","[14.79649, 14.90618]","[25.59157, 25.70476]","[34.40471, 34.52139]","[36.37182, 36.48979]","[33.4791, 33.58797]","[31.5051, 31.61516]","[33.476, 33.60922]","[36.43231, 36.4485]","[34.41662, 34.51233]"
"[300.0, 325.0]","[21.67125, 21.74689]","[13.24077, 13.30116]","[13.21622, 13.26134]","[21.62256, 21.65242]","[31.88158, 31.89618]","[36.84337, 36.96056]","[35.24495, 35.38936]","[31.83628, 31.93745]","[31.82748, 31.92128]","[35.26919, 35.3296]","[36.88138, 36.95141]","[31.90252, 31.99343]"
"[325.0, 350.0]","[33.81287, 33.88637]","[33.72638, 33.79721]","[33.69749, 33.76565]","[33.75389, 33.81938]","[33.85401, 33.91682]","[33.88311, 34.02696]","[33.8677, 34.04678]","[33.90261, 33.93391]","[33.82478, 33.96511]","[33.85007, 33.97623]","[33.90013, 33.98222]","[33.90391, 33.94627]"
"[350.0, 375.0]","[21.71998, 21.76713]","[13.27928, 13.31466]","[13.24706, 13.27069]","[21.65499, 21.66685]","[31.9276, 31.92769]","[36.88877, 37.03622]","[35.34773, 35.44215]","[31.92516, 32.01313]","[31.89987, 31.99743]","[35.30582, 35.41495]","[36.94291, 36.98916]","[31.96033, 32.01924]"
"[375.0, 400.0]","[25.67596, 25.77016]","[14.84668, 14.93979]","[9.96397, 10.05599]","[14.84902, 14.93996]","[25.67937, 25.76921]","[34.52675, 34.6155]","[36.4722, 36.63135]","[33.60704, 33.69135]","[31.63274, 31.70236]","[33.61256, 33.68852]","[36.53436, 36.57193]","[34.52357, 34.61885]"
