,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[2200.0, 2300.0]","[34.66234, 34.67744]","[34.66236, 34.67925]","[34.66238, 34.68106]","[34.6624, 34.68287]","[34.66242, 34.68468]","[34.66244, 34.68649]","[34.66246, 34.6883]","[34.66248, 34.69012]","[34.66249, 34.69193]","[34.66251, 34.69374]","[34.66253, 34.69555]","[34.66255, 34.69736]"
"[2300.0, 2400.0]","[34.66052, 34.68663]","[34.66061, 34.68851]","[34.6607, 34.6904]","[34.6608, 34.69229]","[34.66089, 34.69418]","[34.66098, 34.69606]","[34.66108, 34.69795]","[34.66117, 34.69984]","[34.66126, 34.70173]","[34.66136, 34.70361]","[34.66145, 34.7055]","[34.66154, 34.70739]"
"[2400.0, 2500.0]","[34.6692, 34.69278]","[34.66901, 34.69455]","[34.66882, 34.69632]","[34.66862, 34.69808]","[34.66843, 34.69985]","[34.66824, 34.70162]","[34.66804, 34.70339]","[34.66785, 34.70515]","[34.66766, 34.70692]","[34.66746, 34.70869]","[34.66727, 34.71046]","[34.66708, 34.71222]"
"[2500.0, 2600.0]","[34.68025, 34.69147]","[34.67999, 34.69299]","[34.67973, 34.69451]","[34.67947, 34.69602]","[34.67921, 34.69754]","[34.67895, 34.69906]","[34.67869, 34.70057]","[34.67843, 34.70209]","[34.67817, 34.70361]","[34.67791, 34.70512]","[34.67766, 34.70664]","[34.6774, 34.70816]"
"[2600.0, 2700.0]","[34.67959, 34.70525]","[34.67983, 34.7056]","[34.68007, 34.70594]","[34.68031, 34.70629]","[34.68054, 34.70664]","[34.68078, 34.70698]","[34.68102, 34.70733]","[34.68126, 34.70768]","[34.6815, 34.70802]","[34.68174, 34.70837]","[34.68198, 34.70872]","[34.68221, 34.70906]"
"[2700.0, 2800.0]","[34.6917, 34.70336]","[34.69113, 34.70404]","[34.69055, 34.70471]","[34.68997, 34.70539]","[34.68939, 34.70606]","[34.68882, 34.70674]","[34.68824, 34.70741]","[34.68766, 34.70809]","[34.68708, 34.70876]","[34.68651, 34.70944]","[34.68593, 34.71011]","[34.68535, 34.71079]"
"[2800.0, 2900.0]","[34.69739, 34.70338]","[34.69665, 34.70392]","[34.6959, 34.70447]","[34.69515, 34.70501]","[34.6944, 34.70555]","[34.69366, 34.7061]","[34.69291, 34.70664]","[34.69216, 34.70718]","[34.69141, 34.70773]","[34.69067, 34.70827]","[34.68992, 34.70881]","[34.68917, 34.70936]"
"[2900.0, 3000.0]","[34.70119, 34.70807]","[34.70051, 34.70822]","[34.69984, 34.70837]","[34.69916, 34.70852]","[34.69848, 34.70867]","[34.6978, 34.70882]","[34.69713, 34.70897]","[34.69645, 34.70912]","[34.69577, 34.70926]","[34.6951, 34.70941]","[34.69442, 34.70956]","[34.69374, 34.70971]"
"[3000.0, 3100.0]","[34.7071, 34.70904]","[34.70603, 34.70932]","[34.70497, 34.7096]","[34.7039, 34.70989]","[34.70284, 34.71017]","[34.70178, 34.71045]","[34.70071, 34.71073]","[34.69965, 34.71101]","[34.69858, 34.71129]","[34.69752, 34.71158]","[34.69645, 34.71186]","[34.69539, 34.71214]"
"[3100.0, 3200.0]","[34.70594, 34.71223]","[34.70529, 34.71219]","[34.70463, 34.71216]","[34.70398, 34.71212]","[34.70332, 34.71209]","[34.70267, 34.71205]","[34.70201, 34.71202]","[34.70136, 34.71199]","[34.7007, 34.71195]","[34.70005, 34.71192]","[34.69939, 34.71188]","[34.69874, 34.71185]"
"[3200.0, 3300.0]","[34.70577, 34.70956]","[34.70521, 34.70975]","[34.70465, 34.70995]","[34.70408, 34.71015]","[34.70352, 34.71034]","[34.70295, 34.71054]","[34.70239, 34.71073]","[34.70182, 34.71093]","[34.70126, 34.71113]","[34.7007, 34.71132]","[34.70013, 34.71152]","[34.69957, 34.71172]"
"[3300.0, 3400.0]","[34.70682, 34.70882]","[34.70594, 34.70917]","[34.70507, 34.70952]","[34.7042, 34.70986]","[34.70332, 34.71021]","[34.70245, 34.71056]","[34.70157, 34.71091]","[34.7007, 34.71126]","[34.69983, 34.71161]","[34.69895, 34.71196]","[34.69808, 34.7123]","[34.6972, 34.71265]"
"[3400.0, 3500.0]","[34.70568, 34.70877]","[34.70467, 34.70913]","[34.70365, 34.70949]","[34.70264, 34.70985]","[34.70163, 34.71021]","[34.70061, 34.71056]","[34.6996, 34.71092]","[34.69858, 34.71128]","[34.69757, 34.71164]","[34.69655, 34.71199]","[34.69554, 34.71235]","[34.69453, 34.71271]"
"[3500.0, 3600.0]","[34.70392, 34.70757]","[34.70299, 34.70786]","[34.70205, 34.70814]","[34.70112, 34.70842]","[34.70019, 34.7087]","[34.69925, 34.70898]","[34.69832, 34.70927]","[34.69739, 34.70955]","[34.69645, 34.70983]","[34.69552, 34.71011]","[34.69459, 34.7104]","[34.69365, 34.71068]"
"[3600.0, 3700.0]","[34.7017, 34.70585]","[34.70076, 34.70614]","[34.69981, 34.70644]","[34.69887, 34.70673]","[34.69793, 34.70702]","[34.69698, 34.70732]","[34.69604, 34.70761]","[34.6951, 34.70791]","[34.69415, 34.7082]","[34.69321, 34.70849]","[34.69227, 34.70879]","[34.69132, 34.70908]"
"[3700.0, 3800.0]","[34.69937, 34.70447]","[34.69842, 34.70478]","[34.69747, 34.70508]","[34.69651, 34.70539]","[34.69556, 34.7057]","[34.69461, 34.70601]","[34.69366, 34.70632]","[34.69271, 34.70662]","[34.69176, 34.70693]","[34.69081, 34.70724]","[34.68986, 34.70755]","[34.6889, 34.70786]"
"[3800.0, 3900.0]","[34.69659, 34.70335]","[34.69564, 34.70359]","[34.6947, 34.70383]","[34.69376, 34.70407]","[34.69281, 34.70431]","[34.69187, 34.70454]","[34.69092, 34.70478]","[34.68998, 34.70502]","[34.68903, 34.70526]","[34.68809, 34.7055]","[34.68714, 34.70574]","[34.6862, 34.70597]"
"[3900.0, 4000.0]","[34.69666, 34.69965]","[34.69556, 34.70004]","[34.69445, 34.70043]","[34.69335, 34.70081]","[34.69225, 34.7012]","[34.69115, 34.70159]","[34.69005, 34.70198]","[34.68895, 34.70236]","[34.68785, 34.70275]","[34.68674, 34.70314]","[34.68564, 34.70353]","[34.68454, 34.70391]"
"[4000.0, 4100.0]","[34.69336, 34.69833]","[34.69264, 34.69858]","[34.69192, 34.69883]","[34.6912, 34.69907]","[34.69049, 34.69932]","[34.68977, 34.69956]","[34.68905, 34.69981]","[34.68833, 34.70005]","[34.68762, 34.7003]","[34.6869, 34.70055]","[34.68618, 34.70079]","[34.68546, 34.70104]"
"[4100.0, 4200.0]","[34.69399, 34.69617]","[34.69274, 34.69664]","[34.69149, 34.6971]","[34.69023, 34.69757]","[34.68898, 34.69803]","[34.68773, 34.69849]","[34.68647, 34.69896]","[34.68522, 34.69942]","[34.68397, 34.69989]","[34.68271, 34.70035]","[34.68146, 34.70082]","[34.68021, 34.70128]"
"[4200.0, 4300.0]","[34.69223, 34.6953]","[34.69132, 34.69563]","[34.69042, 34.69597]","[34.68952, 34.6963]","[34.68862, 34.69663]","[34.68771, 34.69697]","[34.68681, 34.6973]","[34.68591, 34.69763]","[34.68501, 34.69797]","[34.6841, 34.6983]","[34.6832, 34.69863]","[34.6823, 34.69897]"
