,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[32.41576, 34.46138]","[33.04639, 33.86682]","[32.81674, 34.50663]","[33.6752, 33.67602]","[32.94449, 33.85487]","[32.22613, 34.04608]","[31.15551, 35.40204]","[31.86282, 35.90602]","[33.45207, 35.67289]","[32.98814, 36.6279]","[32.36564, 36.5549]","[32.86086, 34.82053]"
"[25.0, 30.0]","[31.92853, 35.19827]","[31.51508, 35.49671]","[32.24918, 34.81608]","[32.09925, 35.049]","[30.18862, 37.07811]","[29.9754, 37.5664]","[30.76922, 37.25517]","[31.38606, 37.17093]","[32.04846, 36.79556]","[31.99493, 36.68904]","[31.90132, 36.24659]","[31.94051, 35.59182]"
"[30.0, 35.0]","[31.99633, 35.05774]","[31.54729, 35.31493]","[32.34241, 34.60886]","[32.20831, 34.9432]","[30.65612, 36.71278]","[30.60293, 37.04773]","[30.70536, 37.36179]","[31.34425, 37.20294]","[31.86874, 36.98791]","[31.94948, 36.81726]","[31.96129, 36.29989]","[32.13927, 35.44165]"
"[35.0, 40.0]","[31.98023, 35.20806]","[31.51804, 35.55105]","[32.12708, 35.10497]","[32.31719, 35.0916]","[30.88052, 36.58765]","[30.87194, 36.66332]","[30.99269, 36.82409]","[31.51319, 36.80789]","[31.73158, 37.04048]","[31.8302, 36.99397]","[32.10995, 36.26974]","[32.13536, 35.5633]"
"[40.0, 45.0]","[31.96032, 35.43553]","[31.49353, 35.76161]","[31.63347, 35.76463]","[32.21569, 35.36416]","[30.89675, 36.75529]","[30.98985, 36.71238]","[31.19121, 36.73233]","[31.59087, 36.76546]","[31.94198, 36.83575]","[31.74083, 37.12742]","[32.17235, 36.33162]","[32.17094, 35.71849]"
"[45.0, 50.0]","[31.9343, 35.64386]","[31.8684, 35.54389]","[31.55509, 36.00487]","[32.23417, 35.55093]","[31.11067, 36.79261]","[31.16443, 36.79084]","[31.31763, 36.80603]","[31.6897, 36.79774]","[31.9783, 36.89837]","[31.90678, 37.08378]","[32.26764, 36.40684]","[32.1969, 35.88868]"
"[50.0, 55.0]","[32.1788, 35.63383]","[32.00205, 35.65128]","[31.82774, 35.97392]","[32.32295, 35.70196]","[31.34214, 36.79335]","[31.32577, 36.84318]","[31.50278, 36.80649]","[31.79288, 36.85377]","[32.10165, 36.92385]","[32.17829, 36.97306]","[32.47989, 36.38281]","[32.2189, 36.08317]"
"[55.0, 60.0]","[32.29824, 35.80681]","[32.33648, 35.61327]","[31.80244, 36.24172]","[32.38022, 35.82545]","[31.56098, 36.7383]","[31.4902, 36.87528]","[31.69627, 36.84754]","[31.98219, 36.89603]","[32.2123, 37.00126]","[32.36252, 36.94015]","[32.65638, 36.37355]","[32.28293, 36.25107]"
"[60.0, 65.0]","[32.06321, 35.96549]","[32.72287, 35.83507]","[32.35607, 36.75094]","[32.1451, 35.71167]","[31.85178, 36.70496]","[31.86483, 37.08743]","[31.96261, 37.00909]","[32.1998, 36.89768]","[32.36082, 37.09195]","[32.47183, 36.91558]","[32.95439, 36.50028]","[32.39322, 36.39323]"
"[65.0, 70.0]","[32.2419, 36.14271]","[32.66548, 35.99526]","[32.43964, 36.8136]","[32.17814, 36.04399]","[32.1133, 36.63164]","[32.06996, 37.1123]","[32.16326, 37.03848]","[32.46821, 36.90313]","[32.55123, 37.1411]","[32.61262, 36.94697]","[33.10368, 36.55472]","[32.62662, 36.49523]"
