,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[150.0, 175.0]","[5.731, 5.731]","[5.6971, 5.75206]","[5.6632, 5.77313]","[5.6293, 5.7942]","[5.5954, 5.81526]","[5.5615, 5.83633]","[5.5276, 5.8574]","[5.4937, 5.87847]","[5.4598, 5.89953]","[5.4259, 5.9206]","[5.392, 5.94167]","[5.3581, 5.96274]"
"[175.0, 200.0]","[5.5869, 5.5869]","[5.56899, 5.61439]","[5.55108, 5.64188]","[5.53318, 5.66937]","[5.51527, 5.69686]","[5.49736, 5.72436]","[5.47946, 5.75185]","[5.46155, 5.77934]","[5.44364, 5.80683]","[5.42574, 5.83432]","[5.40783, 5.86182]","[5.38993, 5.88931]"
"[200.0, 225.0]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]"
"[225.0, 250.0]","[5.4796, 5.4796]","[5.45337, 5.50081]","[5.42714, 5.52203]","[5.40091, 5.54324]","[5.37468, 5.56446]","[5.34846, 5.58568]","[5.32223, 5.60689]","[5.296, 5.62811]","[5.26977, 5.64933]","[5.24355, 5.67054]","[5.21732, 5.69176]","[5.19109, 5.71298]"
"[250.0, 275.0]","[5.4013, 5.4013]","[5.38946, 5.41713]","[5.37763, 5.43297]","[5.3658, 5.44881]","[5.35397, 5.46465]","[5.34214, 5.48049]","[5.33031, 5.49633]","[5.31847, 5.51216]","[5.30664, 5.528]","[5.29481, 5.54384]","[5.28298, 5.55968]","[5.27115, 5.57552]"
"[275.0, 300.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[5.39168, 5.51501]"
"[300.0, 325.0]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]"
"[325.0, 350.0]","[5.3649, 5.3649]","[5.35289, 5.36272]","[5.34089, 5.36054]","[5.32889, 5.35836]","[5.31688, 5.35618]","[5.30488, 5.354]","[5.29288, 5.35182]","[5.28088, 5.34964]","[5.26887, 5.34746]","[5.25687, 5.34528]","[5.24487, 5.3431]","[5.23287, 5.34092]"
"[350.0, 375.0]","[5.3126, 5.3126]","[5.29394, 5.33124]","[5.27528, 5.34989]","[5.25662, 5.36854]","[5.23796, 5.38719]","[5.21931, 5.40584]","[5.20065, 5.42449]","[5.18199, 5.44314]","[5.16333, 5.46179]","[5.14468, 5.48044]","[5.12602, 5.49909]","[5.10736, 5.51774]"
"[375.0, 400.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[5.12189, 5.48835]"
"[400.0, 425.0]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]","[-5, 35]"
"[425.0, 450.0]","[5.31, 5.31]","[5.30743, 5.30743]","[5.30487, 5.30487]","[5.3023, 5.3023]","[5.29974, 5.29974]","[5.29718, 5.29718]","[5.29461, 5.29461]","[5.29205, 5.29205]","[5.28949, 5.28949]","[5.28692, 5.28692]","[5.28436, 5.28436]","[5.2818, 5.2818]"
"[450.0, 475.0]","[5.278, 5.278]","[5.24431, 5.29214]","[5.21063, 5.30629]","[5.17695, 5.32044]","[5.14327, 5.33459]","[5.10959, 5.34874]","[5.07591, 5.36289]","[5.04223, 5.37704]","[5.00855, 5.39119]","[4.97486, 5.40534]","[4.94118, 5.41949]","[4.9075, 5.43364]"
