,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[5.10295, 11.91826]","[2.9671, 8.17761]","[3.14159, 7.01739]","[2.8445, 8.07379]","[1.41061, 7.99338]","[-1.15989, 6.77636]","[-2.65467, 6.63506]","[-0.94693, 9.69629]","[3.52711, 15.52381]","[7.68238, 21.03256]","[8.79764, 22.53912]","[9.3373, 16.47117]"
"[25.0, 30.0]","[3.01354, 12.53377]","[2.00523, 9.86848]","[4.36271, 9.85934]","[5.7412, 11.10894]","[3.56179, 10.95576]","[-0.49708, 8.92313]","[-3.06281, 8.38362]","[-1.45128, 12.02139]","[3.34588, 18.84477]","[7.21531, 24.74044]","[11.12146, 21.59119]","[8.08598, 16.74929]"
"[30.0, 35.0]","[2.381, 12.7117]","[2.45154, 9.27075]","[4.75875, 9.92055]","[6.36855, 11.33843]","[4.21959, 11.06743]","[0.04971, 8.77553]","[-2.54314, 8.06064]","[-0.76231, 11.71945]","[4.28475, 18.64447]","[8.26186, 24.49955]","[11.19127, 21.92087]","[8.04531, 16.59952]"
"[35.0, 40.0]","[2.7978, 12.66317]","[2.55803, 9.40754]","[4.59395, 10.09962]","[5.99812, 11.57924]","[3.95627, 11.2261]","[-0.0667, 8.89183]","[-2.55076, 8.09646]","[-0.72565, 11.61028]","[4.35598, 18.38061]","[8.43794, 24.15128]","[10.82522, 22.31544]","[7.97614, 16.9418]"
"[40.0, 45.0]","[3.06779, 12.68055]","[2.69366, 9.55342]","[4.39444, 10.51452]","[5.66224, 12.07588]","[3.65682, 11.66858]","[-0.33052, 9.27936]","[-2.80418, 8.40381]","[-0.98992, 11.8162]","[4.09626, 18.5005]","[8.23612, 24.23847]","[10.80558, 22.35633]","[7.852, 17.25411]"
"[45.0, 50.0]","[3.12959, 12.98966]","[2.89565, 9.67866]","[4.2376, 10.8932]","[5.37939, 12.53237]","[3.5045, 12.01758]","[-0.3646, 9.50858]","[-2.77743, 8.45585]","[-0.9447, 11.64867]","[4.18931, 18.14279]","[8.47078, 23.78435]","[10.42105, 22.74316]","[7.76966, 17.58803]"
"[50.0, 55.0]","[3.32738, 13.41385]","[3.24405, 9.90005]","[3.72711, 11.68192]","[4.77436, 13.20293]","[2.74476, 12.85048]","[-1.24764, 10.53521]","[-3.88188, 9.57812]","[-2.39406, 12.74307]","[2.39925, 19.21352]","[6.51308, 25.00449]","[9.9559, 22.88806]","[7.74931, 17.87363]"
"[55.0, 60.0]","[3.44388, 13.91602]","[3.48865, 10.40687]","[3.25874, 12.7795]","[4.44475, 14.00291]","[2.34289, 13.6677]","[-1.70634, 11.38511]","[-4.47151, 10.38658]","[-3.21459, 13.41013]","[1.34157, 19.73294]","[5.35635, 25.51436]","[10.28655, 22.20513]","[7.70184, 18.09997]"
"[60.0, 65.0]","[3.86934, 14.43137]","[3.64168, 11.21188]","[2.80961, 13.92652]","[4.09051, 14.76405]","[1.98903, 14.29618]","[-1.99542, 11.94534]","[-4.71936, 10.85501]","[-3.49375, 13.71422]","[1.01742, 19.85901]","[5.09184, 25.56703]","[10.23989, 22.35067]","[7.87881, 18.50851]"
"[65.0, 70.0]","[3.41972, 14.89408]","[3.79416, 11.74089]","[2.87217, 15.27618]","[4.34233, 16.13646]","[2.06713, 15.42865]","[-2.18092, 12.74801]","[-4.9862, 11.51012]","[-3.60394, 14.45977]","[1.10123, 20.73235]","[5.17126, 26.36977]","[11.10858, 21.86232]","[7.26457, 19.04397]"
"[70.0, 75.0]","[5.75575, 16.96115]","[5.86755, 11.41687]","[-0.3925, 14.63799]","[0.63826, 13.0564]","[0.75198, 11.95026]","[-0.40093, 9.5775]","[-1.98827, 6.77031]","[-1.88263, 5.65609]","[1.2299, 7.54877]","[6.3189, 11.41792]","[10.64556, 14.52473]","[9.07648, 17.65321]"
