,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[4.90273, 11.45605]","[3.08966, 10.16605]","[5.7609, 7.84844]","[-3.71126, 19.49375]","[-0.53362, 19.66987]","[0.99096, 23.26685]","[1.33866, 29.97859]","[8.14518, 30.33445]","[12.24273, 30.09726]","[13.40086, 26.92066]","[11.53539, 21.37306]","[7.88821, 15.6847]"
"[25.0, 30.0]","[3.33178, 14.27308]","[2.37581, 11.43003]","[2.76413, 10.99721]","[5.30591, 10.52422]","[-2.48721, 20.89907]","[0.07251, 21.34943]","[0.59591, 25.11103]","[4.08323, 27.0815]","[8.90168, 26.82407]","[12.29973, 24.21497]","[10.82006, 21.45414]","[7.94928, 16.79833]"
"[30.0, 35.0]","[3.24746, 14.39881]","[2.95917, 10.83997]","[2.15307, 11.78809]","[5.58282, 10.5216]","[0.03367, 18.21056]","[1.24178, 19.01028]","[1.68375, 21.83602]","[2.70006, 25.93676]","[7.96339, 25.80386]","[10.56668, 25.03986]","[10.98561, 21.2112]","[7.3613, 17.55521]"
"[35.0, 40.0]","[3.48074, 14.56927]","[3.01653, 10.83999]","[2.1042, 11.64376]","[5.43393, 10.36005]","[0.46346, 17.17046]","[2.06239, 16.85931]","[2.64537, 18.62634]","[4.35095, 21.51577]","[7.16289, 24.16563]","[8.97064, 25.26358]","[10.67258, 21.3202]","[7.61291, 17.73883]"
"[40.0, 45.0]","[3.80355, 14.67867]","[3.16047, 10.8741]","[1.2301, 12.60074]","[5.3624, 10.55654]","[-0.41979, 18.03865]","[1.72584, 16.63549]","[3.19424, 16.75989]","[5.08244, 19.00851]","[7.56195, 22.21516]","[8.17465, 25.30765]","[10.37141, 21.72181]","[7.3878, 18.48051]"
"[45.0, 50.0]","[3.78591, 15.24751]","[3.49222, 11.00935]","[1.20716, 12.82473]","[4.95792, 10.99387]","[-0.29067, 17.9305]","[1.9306, 16.40459]","[3.44395, 16.20606]","[5.60598, 17.73298]","[7.77034, 20.95176]","[7.46033, 25.09826]","[10.22817, 21.48527]","[7.11905, 18.98555]"
"[50.0, 55.0]","[3.62578, 15.95416]","[3.42344, 11.63391]","[0.30102, 14.06432]","[4.5161, 11.58667]","[-0.02411, 17.78913]","[2.2772, 16.17699]","[3.78696, 15.78522]","[5.68218, 17.1763]","[7.965, 19.92007]","[6.92119, 24.79729]","[10.08422, 21.20829]","[6.94747, 19.32131]"
"[55.0, 60.0]","[3.41496, 16.93879]","[2.99024, 12.76053]","[0.46825, 14.24625]","[3.94577, 12.27682]","[0.33169, 17.60558]","[2.71088, 16.05453]","[3.9325, 15.85261]","[5.73044, 16.92639]","[8.00408, 19.2407]","[6.66842, 24.35119]","[9.95324, 21.08294]","[6.89332, 19.76305]"
"[60.0, 65.0]","[3.45629, 18.00109]","[2.74378, 14.06688]","[0.53604, 14.71203]","[4.16179, 12.08888]","[1.05399, 16.83872]","[3.42957, 15.58525]","[4.04946, 16.20448]","[6.12848, 16.80668]","[8.3721, 18.68735]","[6.34842, 24.23566]","[9.82584, 21.0817]","[6.93579, 20.28794]"
"[65.0, 70.0]","[4.46979, 17.36737]","[2.66335, 14.89493]","[0.16602, 15.7672]","[4.0181, 12.62952]","[0.65079, 17.46474]","[3.13611, 16.16283]","[3.89744, 16.73312]","[6.33024, 16.81783]","[8.57491, 18.24672]","[6.48312, 23.43397]","[9.44838, 20.76215]","[7.33032, 19.64831]"
"[70.0, 75.0]","[7.18277, 14.22803]","[3.93498, 13.6992]","[0.04774, 15.84666]","[4.74648, 11.29379]","[3.89695, 13.14368]","[3.77359, 14.47911]","[4.42953, 15.53957]","[7.41485, 15.30715]","[9.15095, 16.99751]","[9.43679, 19.27621]","[9.74954, 18.98684]","[6.88813, 18.94948]"
