,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[150.0, 175.0]","[nan, nan]","[nan, nan]","[3.52077, 3.52077]","[3.42864, 3.7221]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[175.0, 200.0]","[nan, nan]","[nan, nan]","[nan, nan]","[3.44747, 3.62349]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[200.0, 225.0]","[nan, nan]","[nan, nan]","[nan, nan]","[3.30529, 3.84263]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[225.0, 250.0]","[nan, nan]","[nan, nan]","[3.30722, 3.30722]","[3.2274, 3.56696]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[250.0, 275.0]","[nan, nan]","[nan, nan]","[nan, nan]","[3.1153, 3.7037]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[275.0, 300.0]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]"
"[300.0, 325.0]","[nan, nan]","[nan, nan]","[nan, nan]","[3.23931, 3.3264]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[325.0, 350.0]","[nan, nan]","[nan, nan]","[nan, nan]","[3.25913, 3.25913]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[350.0, 375.0]","[nan, nan]","[nan, nan]","[3.24806, 3.24806]","[3.13173, 3.41778]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[375.0, 400.0]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]"
