,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[3.21987, 4.05979]","[2.89012, 3.47099]","[2.52135, 2.99395]","[1.88422, 2.56286]","[1.0864, 1.9711]","[0.38239, 1.47314]","[0.19411, 1.49091]","[0.73699, 2.23984]","[1.76965, 3.47855]","[2.72689, 4.64183]","[3.24057, 5.14447]","[3.67705, 4.4844]"
"[25.0, 30.0]","[2.73027, 3.71967]","[2.79779, 3.62921]","[3.29272, 3.86375]","[3.29591, 3.82467]","[2.30852, 3.17344]","[0.97697, 2.17805]","[0.27417, 1.81141]","[0.76688, 2.64027]","[2.04037, 4.24993]","[3.04722, 5.59294]","[3.77683, 5.20331]","[3.3564, 4.33806]"
"[30.0, 35.0]","[2.67861, 3.72304]","[2.84629, 3.56563]","[3.32521, 3.8846]","[3.33828, 3.88074]","[2.36377, 3.20639]","[1.0289, 2.17168]","[0.3324, 1.77534]","[0.85413, 2.59723]","[2.16632, 4.20958]","[3.1959, 5.53931]","[3.77963, 5.25055]","[3.33989, 4.33743]"
"[35.0, 40.0]","[2.71709, 3.72894]","[2.85914, 3.58157]","[3.30004, 3.91284]","[3.29855, 3.90832]","[2.33798, 3.22312]","[1.02078, 2.18129]","[0.3374, 1.77328]","[0.86566, 2.5769]","[2.18433, 4.17095]","[3.22882, 5.4908]","[3.7308, 5.30804]","[3.33072, 4.38225]"
"[40.0, 45.0]","[2.74171, 3.73719]","[2.87423, 3.5988]","[3.27362, 3.96866]","[3.26453, 3.96958]","[2.30981, 3.27593]","[0.99656, 2.22375]","[0.3149, 1.80315]","[0.84498, 2.5943]","[2.16906, 4.17945]","[3.22418, 5.49563]","[3.73079, 5.32204]","[3.31033, 4.42944]"
"[45.0, 50.0]","[2.74292, 3.77674]","[2.8914, 3.6167]","[3.25521, 4.01734]","[3.2178, 4.04792]","[2.28841, 3.33123]","[0.99627, 2.2518]","[0.33036, 1.79859]","[0.8755, 2.55644]","[2.22079, 4.11444]","[3.306, 5.41236]","[3.69305, 5.37997]","[3.29441, 4.48245]"
"[50.0, 55.0]","[2.75785, 3.83447]","[2.9234, 3.64971]","[3.18546, 4.12394]","[3.14055, 4.14311]","[2.1999, 3.43832]","[0.89768, 2.37195]","[0.21132, 1.92144]","[0.72542, 2.6714]","[2.04281, 4.22465]","[3.11878, 5.53647]","[3.65069, 5.40515]","[3.28798, 4.52953]"
"[55.0, 60.0]","[2.76095, 3.90142]","[2.93916, 3.71836]","[3.12445, 4.2661]","[3.09588, 4.26082]","[2.15624, 3.54831]","[0.85275, 2.47195]","[0.15844, 2.00476]","[0.65914, 2.73259]","[1.96632, 4.26689]","[3.04511, 5.57281]","[3.73302, 5.31337]","[3.27699, 4.57473]"
"[60.0, 65.0]","[2.79392, 3.98073]","[2.94063, 3.82787]","[3.06693, 4.41038]","[3.05393, 4.36321]","[2.11478, 3.63578]","[0.81593, 2.54864]","[0.12405, 2.06847]","[0.62293, 2.77906]","[1.93031, 4.29815]","[3.02052, 5.60008]","[3.74032, 5.34353]","[3.28328, 4.65127]"
"[65.0, 70.0]","[2.74039, 4.04153]","[2.94586, 3.9024]","[3.07327, 4.57484]","[3.09369, 4.52707]","[2.14016, 3.7666]","[0.81273, 2.63223]","[0.11442, 2.12698]","[0.63986, 2.84548]","[1.98259, 4.38128]","[3.08379, 5.67554]","[3.87987, 5.28317]","[3.20051, 4.74594]"
"[70.0, 75.0]","[3.28114, 4.65867]","[3.37293, 4.03373]","[2.4437, 4.32114]","[2.17679, 3.76748]","[1.62611, 3.05643]","[0.90381, 2.17375]","[0.34593, 1.45549]","[0.36458, 1.31376]","[1.09635, 1.88515]","[2.24561, 2.87403]","[3.28478, 3.75282]","[3.35841, 4.62284]"
