,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[15.0, 20.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[33.74916, 33.79466]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[20.0, 25.0]","[34.80033, 34.86505]","[34.09881, 34.13366]","[33.95437, 33.95936]","[32.98731, 35.96325]","[33.91135, 36.53071]","[34.56675, 36.64274]","[33.94425, 36.94699]","[33.82846, 36.36719]","[35.03381, 35.0544]","[34.94239, 35.81129]","[35.21461, 36.17606]","[35.30198, 35.74745]"
"[25.0, 30.0]","[32.79132, 36.25471]","[32.25652, 36.55216]","[32.45994, 36.87376]","[33.33109, 36.6968]","[32.44984, 37.40112]","[32.1617, 37.78982]","[32.19053, 37.66643]","[33.2579, 36.89778]","[33.13926, 36.54737]","[33.17819, 37.0498]","[33.13778, 36.3327]","[32.47086, 36.48061]"
"[30.0, 35.0]","[32.70465, 36.65497]","[32.40268, 36.77003]","[32.79614, 37.18082]","[33.96641, 35.95888]","[32.66624, 37.08671]","[32.41015, 37.70636]","[31.91225, 38.02397]","[33.11642, 37.55749]","[32.90808, 36.63818]","[33.45296, 37.08252]","[32.73311, 36.65095]","[32.61332, 36.00689]"
"[35.0, 40.0]","[33.36139, 35.57845]","[33.44103, 35.42736]","[32.05113, 36.59255]","[33.20745, 36.18763]","[32.7189, 36.87498]","[32.49595, 37.98958]","[32.31845, 38.01218]","[33.32304, 37.45179]","[33.16946, 37.08754]","[33.11571, 37.12035]","[33.75714, 36.34563]","[32.78466, 36.59163]"
"[40.0, 45.0]","[32.89877, 36.64783]","[33.82045, 36.09157]","[31.75512, 36.02807]","[32.98155, 35.83438]","[32.63448, 36.72526]","[32.90581, 37.36308]","[32.54218, 37.86246]","[33.33985, 37.36962]","[33.19715, 37.23815]","[33.4055, 37.08323]","[33.58084, 36.35405]","[33.18499, 36.54186]"
"[45.0, 50.0]","[32.9723, 36.89363]","[33.86815, 35.9812]","[33.12297, 36.98391]","[32.92582, 35.94625]","[32.79584, 36.34834]","[33.26321, 37.58367]","[32.87523, 37.56763]","[33.45139, 37.22148]","[33.2995, 37.1592]","[33.65072, 37.01046]","[33.69787, 36.36409]","[33.28297, 36.5793]"
"[50.0, 55.0]","[33.26188, 36.56821]","[33.93939, 36.11341]","[32.81799, 37.46749]","[33.82466, 36.64648]","[33.46907, 36.97826]","[33.25227, 37.40308]","[33.20645, 37.4181]","[33.64107, 37.10533]","[33.43345, 37.00169]","[33.85829, 37.0147]","[33.82018, 36.3732]","[33.52505, 36.51008]"
"[55.0, 60.0]","[33.35727, 36.68642]","[34.09371, 36.10391]","[33.51917, 37.19442]","[34.12809, 36.50405]","[33.61134, 36.91107]","[33.44462, 37.30195]","[33.4495, 37.18666]","[33.82397, 36.98031]","[33.66193, 36.89142]","[33.99081, 36.91922]","[33.96435, 36.42246]","[33.69818, 36.51989]"
"[60.0, 65.0]","[33.41795, 36.67576]","[34.2019, 36.04734]","[33.94569, 37.03939]","[34.19812, 36.42964]","[33.85415, 36.74348]","[33.66043, 37.14026]","[33.66069, 37.08327]","[34.02083, 36.86133]","[34.53824, 37.28044]","[34.1285, 36.86808]","[34.04683, 36.50616]","[33.81544, 36.48501]"
"[65.0, 70.0]","[33.48781, 36.75338]","[34.33442, 36.01328]","[34.14993, 36.93207]","[34.34461, 36.36228]","[34.0469, 36.60016]","[33.89824, 36.98217]","[33.86058, 36.96908]","[34.28631, 37.13577]","[34.55903, 37.14094]","[34.2652, 36.80472]","[34.17529, 36.52401]","[33.87525, 36.59034]"
"[70.0, 75.0]","[33.65609, 36.67829]","[34.49159, 35.9951]","[34.36801, 36.78311]","[34.47414, 36.29954]","[34.20807, 36.52404]","[34.05534, 36.86836]","[34.01917, 36.89442]","[34.59978, 37.37117]","[34.19725, 37.292]","[34.27801, 36.85357]","[34.43333, 36.53402]","[34.08451, 36.56977]"
"[75.0, 80.0]","[33.82466, 36.67743]","[34.51151, 36.00756]","[34.25771, 36.43723]","[34.57144, 36.28118]","[34.41284, 36.47353]","[34.14299, 36.71067]","[34.15873, 36.73447]","[34.5552, 36.50268]","[34.55386, 36.68322]","[34.49646, 36.75636]","[34.57675, 36.46065]","[34.1398, 36.57525]"
"[80.0, 85.0]","[33.89179, 36.68853]","[34.59361, 36.00328]","[34.45982, 36.31528]","[34.67669, 36.25253]","[34.53982, 36.41615]","[34.30783, 36.61636]","[34.31972, 36.66064]","[34.70213, 36.46928]","[34.71817, 36.65198]","[34.69161, 36.69375]","[34.70085, 36.45013]","[34.211, 36.59482]"
"[85.0, 90.0]","[33.99037, 36.71762]","[34.76398, 35.92391]","[34.56227, 36.27857]","[34.74859, 36.24263]","[34.66905, 36.35593]","[34.44813, 36.54582]","[34.45991, 36.5811]","[34.84023, 36.38711]","[34.8589, 36.58326]","[34.83278, 36.66051]","[34.89048, 36.40281]","[34.35236, 36.60421]"
"[90.0, 95.0]","[34.13059, 36.68782]","[34.77831, 35.97441]","[34.69732, 36.17917]","[34.81142, 36.22055]","[34.80933, 36.27881]","[34.54419, 36.52092]","[34.55289, 36.54079]","[34.91039, 36.34519]","[34.99909, 36.47311]","[34.89539, 36.66553]","[35.00911, 36.39948]","[34.53983, 36.55137]"
"[95.0, 100.0]","[34.29398, 36.66296]","[34.89654, 35.96332]","[34.77036, 36.16168]","[34.84458, 36.21178]","[34.83866, 36.27824]","[34.61997, 36.4927]","[34.65974, 36.48285]","[34.98923, 36.292]","[34.99181, 36.48443]","[34.94302, 36.63455]","[35.10909, 36.36638]","[34.67754, 36.53496]"
"[100.0, 125.0]","[34.64716, 36.58433]","[35.00466, 36.06067]","[34.91375, 36.12671]","[34.94666, 36.17197]","[35.0401, 36.15884]","[34.85593, 36.36886]","[34.83003, 36.40415]","[35.07912, 36.22545]","[35.01263, 36.43951]","[35.10699, 36.48546]","[35.33224, 36.27568]","[35.18154, 36.27782]"
"[125.0, 150.0]","[35.13609, 36.30785]","[35.2187, 36.0912]","[35.1095, 36.1249]","[35.077, 36.15831]","[35.21238, 36.05649]","[35.08014, 36.2048]","[35.04085, 36.24071]","[35.185, 36.11818]","[35.20014, 36.18499]","[35.24317, 36.25994]","[35.4008, 36.18117]","[35.49614, 36.06331]"
"[150.0, 175.0]","[35.28951, 36.14011]","[35.39717, 35.99774]","[35.21756, 36.14042]","[35.17085, 36.15134]","[35.32533, 35.95802]","[35.14188, 36.10268]","[35.16264, 36.06012]","[35.20432, 36.03328]","[35.26829, 36.02409]","[35.28324, 36.08264]","[35.33716, 36.08744]","[35.47531, 35.97024]"
