,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[nan, nan]","[nan, nan]","[nan, nan]","[24.91617, 30.55786]","[37.1287, 42.0]","[40.87155, 40.92567]","[34.22099, 34.23221]","[29.04406, 31.50282]","[32.68519, 35.33748]","[38.41488, 41.5821]","[36.4323, 40.12258]","[23.27211, 27.52066]"
"[25.0, 30.0]","[35.29004, 37.27233]","[35.15547, 36.42149]","[32.07839, 37.48378]","[29.38241, 38.92717]","[30.44761, 38.2231]","[31.56795, 38.245]","[32.48688, 37.69166]","[30.74043, 38.41321]","[30.61922, 37.12948]","[31.36707, 36.22481]","[32.88918, 36.35189]","[33.69594, 37.82262]"
"[30.0, 35.0]","[35.32167, 37.23876]","[34.94125, 36.57504]","[32.1805, 37.15336]","[29.81212, 38.12405]","[29.83755, 38.48878]","[31.4337, 38.25643]","[32.30996, 38.01392]","[30.35169, 39.0775]","[29.79364, 38.16179]","[30.3914, 37.24437]","[31.74174, 37.44271]","[33.77809, 37.69875]"
"[35.0, 40.0]","[35.29856, 37.15676]","[34.96676, 36.5485]","[32.1122, 37.28088]","[29.55205, 38.30766]","[29.61124, 38.34943]","[30.94122, 38.16002]","[31.85651, 37.91697]","[30.31579, 38.84684]","[29.94236, 38.05768]","[30.81309, 36.98643]","[32.09007, 37.1594]","[33.59617, 37.79752]"
"[40.0, 45.0]","[35.21393, 37.08681]","[34.95143, 36.44217]","[32.44752, 36.91613]","[30.16809, 37.61458]","[30.00481, 37.64025]","[30.84334, 37.68733]","[31.75498, 37.41935]","[30.51324, 38.31953]","[29.93429, 38.12027]","[30.93337, 37.14272]","[32.22504, 37.23734]","[33.68218, 37.70275]"
"[45.0, 50.0]","[35.14152, 37.00135]","[34.90379, 36.32381]","[32.72785, 36.59278]","[30.73854, 37.04838]","[30.3512, 37.13443]","[30.89626, 37.19545]","[31.93153, 36.65722]","[30.78454, 37.61083]","[29.98635, 37.98283]","[31.00048, 37.27789]","[32.41588, 37.27242]","[33.82503, 37.59036]"
"[50.0, 55.0]","[35.06263, 36.9196]","[34.81789, 36.30447]","[32.90041, 36.44887]","[31.12505, 36.73537]","[30.42915, 37.00047]","[31.12613, 36.69874]","[32.17496, 36.04298]","[31.19958, 36.92903]","[30.02471, 37.90353]","[30.97106, 37.4218]","[32.59173, 37.18114]","[33.92857, 37.4225]"
"[55.0, 60.0]","[35.0325, 36.80566]","[34.66782, 36.23517]","[32.84605, 36.36403]","[31.2081, 36.6767]","[30.79061, 36.73954]","[31.48089, 36.33643]","[32.18135, 35.81629]","[31.592, 36.18288]","[30.22697, 37.4056]","[30.8435, 37.43708]","[32.70567, 37.08749]","[34.09886, 37.24233]"
"[60.0, 65.0]","[35.02753, 36.74173]","[34.59172, 36.17799]","[32.76113, 36.35198]","[31.15885, 36.75429]","[31.13593, 36.53281]","[31.84058, 36.11247]","[32.12411, 35.89597]","[31.5613, 36.11315]","[30.71094, 36.7902]","[30.90058, 37.3158]","[32.80694, 36.999]","[34.22898, 37.12257]"
"[65.0, 70.0]","[34.99921, 36.65212]","[34.54925, 36.27614]","[32.57325, 36.85133]","[30.76088, 37.59013]","[31.04852, 36.95152]","[32.09931, 35.94732]","[32.25525, 35.69626]","[31.41985, 36.21262]","[30.97937, 36.61474]","[30.82973, 37.54372]","[33.15993, 36.70945]","[34.52236, 36.73962]"
"[70.0, 75.0]","[34.93292, 36.6317]","[34.56804, 36.01716]","[32.91686, 36.10695]","[31.47173, 36.40277]","[31.15173, 36.37593]","[32.04361, 35.5394]","[31.99537, 35.45466]","[32.13688, 34.94505]","[30.82707, 36.24348]","[31.09694, 36.89769]","[32.77234, 36.91666]","[34.45922, 36.74719]"
"[75.0, 80.0]","[35.25498, 36.23928]","[35.09946, 35.36452]","[33.80811, 35.25174]","[32.85714, 35.47932]","[32.89453, 35.5108]","[32.6038, 35.88356]","[32.40271, 35.47952]","[31.49841, 35.33597]","[31.90941, 34.47581]","[31.05298, 36.28048]","[33.92924, 35.41349]","[34.28779, 36.82618]"
