,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[2.92153, 4.12417]","[3.23401, 4.17206]","[3.41705, 4.0905]","[3.98189, 4.39074]","[4.23345, 5.84757]","[4.3087, 6.0]","[4.68312, 6.0]","[4.04283, 4.60697]"
"[25.0, 30.0]","[4.73305, 6.0]","[4.00506, 5.79151]","[3.07161, 5.02391]","[2.58194, 4.7001]","[2.05989, 5.72091]","[2.00821, 6.0]","[2.72796, 6.0]","[2.32456, 6.0]","[2.76852, 5.46745]","[2.77468, 5.71001]","[3.969, 5.7544]","[4.76475, 6.0]"
"[30.0, 35.0]","[5.28231, 6.0]","[4.8452, 6.0]","[3.87047, 5.28761]","[3.10049, 4.45279]","[1.79146, 5.54242]","[1.9217, 6.0]","[2.68843, 6.0]","[2.68256, 6.0]","[2.86296, 5.28202]","[2.71647, 5.54194]","[3.8613, 5.70701]","[4.85642, 6.0]"
"[35.0, 40.0]","[6.0, 6.0]","[5.74, 6.0]","[4.57813, 5.90077]","[3.34625, 4.70208]","[1.64699, 5.38226]","[1.86835, 5.69419]","[2.76405, 5.70888]","[3.25069, 5.36557]","[2.93202, 5.15428]","[2.58898, 5.46844]","[3.73729, 5.70029]","[5.25086, 6.0]"
"[40.0, 45.0]","[5.52408, 6.0]","[5.14602, 6.0]","[4.13923, 5.24814]","[3.23149, 4.27975]","[1.63725, 5.3034]","[2.26493, 5.26853]","[2.96303, 5.26803]","[3.26312, 4.97867]","[2.81252, 5.04529]","[2.55393, 5.52784]","[4.04597, 5.41242]","[5.01647, 6.0]"
"[45.0, 50.0]","[6.0, 6.0]","[5.8146, 6.0]","[4.67261, 5.76249]","[3.42877, 4.4593]","[1.49731, 5.27341]","[2.3999, 4.87432]","[3.10644, 5.09804]","[3.24228, 5.11906]","[2.91628, 4.89472]","[2.38237, 5.37771]","[4.05101, 5.12214]","[5.1477, 6.0]"
"[50.0, 55.0]","[6.0, 6.0]","[6.0, 6.0]","[5.00152, 6.0]","[3.56026, 4.56929]","[1.58701, 5.05446]","[2.25503, 4.83552]","[3.18958, 5.00872]","[3.35409, 5.12352]","[2.95481, 4.86669]","[1.90238, 5.66157]","[3.96819, 4.99606]","[5.11146, 6.0]"
"[55.0, 60.0]","[6.0, 6.0]","[6.0, 6.0]","[6.0, 6.0]","[4.07379, 4.98843]","[1.5701, 4.65588]","[2.11936, 4.43061]","[3.32247, 5.00708]","[3.59904, 5.39888]","[3.18901, 4.7149]","[1.68831, 5.27021]","[3.73432, 4.77069]","[5.63723, 6.0]"
"[60.0, 65.0]","[5.82477, 6.0]","[5.68507, 6.0]","[4.61053, 5.73594]","[3.40743, 4.51131]","[1.84284, 4.99646]","[2.58678, 4.73466]","[3.40032, 4.80474]","[3.39907, 4.89936]","[2.997, 4.65554]","[1.98155, 5.48978]","[3.90286, 4.85546]","[4.95134, 6.0]"
"[65.0, 70.0]","[6.0, 6.0]","[5.92682, 6.0]","[4.77424, 5.95988]","[3.43595, 4.65868]","[1.78283, 5.09333]","[2.62299, 4.74838]","[3.48216, 4.84633]","[3.43921, 4.96667]","[3.04999, 4.56667]","[2.09051, 5.20081]","[3.94737, 4.65489]","[5.04499, 6.0]"
"[70.0, 75.0]","[5.5855, 6.0]","[5.40754, 6.0]","[4.40763, 5.62596]","[3.32821, 4.59989]","[1.96311, 5.111]","[2.73469, 4.84871]","[3.50291, 4.85322]","[3.45858, 4.88035]","[2.98606, 4.6674]","[2.25648, 5.19025]","[4.013, 4.60749]","[4.84244, 5.90072]"
"[75.0, 80.0]","[4.42854, 5.65124]","[4.04112, 5.39986]","[3.39657, 4.89134]","[2.93129, 4.5621]","[2.18528, 5.32939]","[3.0475, 4.97905]","[3.54821, 4.77981]","[3.22611, 4.8678]","[2.81741, 4.88908]","[2.61853, 5.21488]","[4.08662, 4.5984]","[4.31349, 5.40015]"
"[80.0, 85.0]","[4.40874, 5.55223]","[4.05246, 5.343]","[3.44519, 4.88278]","[2.9949, 4.57955]","[2.42444, 5.16113]","[3.0566, 5.0207]","[3.60982, 4.77815]","[3.30458, 4.88098]","[2.84157, 4.96381]","[2.89002, 4.98916]","[4.06198, 4.574]","[4.29774, 5.29418]"
"[85.0, 90.0]","[3.32537, 4.37795]","[2.72849, 4.02969]","[2.48231, 4.03214]","[2.66444, 4.4629]","[2.76936, 5.26361]","[3.37371, 5.12547]","[3.65131, 4.65982]","[3.2617, 4.65718]","[2.81056, 5.10648]","[3.22598, 5.17]","[4.15912, 4.66862]","[3.90158, 4.70553]"
"[90.0, 95.0]","[2.60312, 3.38556]","[1.7321, 2.81951]","[1.72852, 3.12091]","[2.45223, 4.14959]","[2.89938, 5.47904]","[3.67334, 5.2696]","[3.71494, 4.6297]","[3.19485, 4.50979]","[2.76008, 5.19461]","[3.6089, 5.21834]","[4.32667, 4.80104]","[3.76893, 4.24639]"
