,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[150.0, 175.0]","[3.34788, 3.34788]","[3.34485, 3.34999]","[3.34183, 3.3521]","[3.33881, 3.35422]","[3.33578, 3.35633]","[3.33276, 3.35845]","[3.32974, 3.36056]","[3.32672, 3.36268]","[3.32369, 3.36479]","[3.32067, 3.36691]","[3.31765, 3.36902]","[3.31462, 3.37114]"
"[175.0, 200.0]","[3.33652, 3.33652]","[3.33481, 3.33913]","[3.33311, 3.34175]","[3.33141, 3.34436]","[3.32971, 3.34698]","[3.32801, 3.34959]","[3.32631, 3.35221]","[3.32461, 3.35482]","[3.32291, 3.35744]","[3.32121, 3.36005]","[3.31951, 3.36267]","[3.31781, 3.36528]"
"[200.0, 225.0]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]"
"[225.0, 250.0]","[3.32918, 3.32918]","[3.3267, 3.33118]","[3.32423, 3.33318]","[3.32176, 3.33518]","[3.31929, 3.33718]","[3.31682, 3.33918]","[3.31435, 3.34118]","[3.31188, 3.34318]","[3.30941, 3.34519]","[3.30694, 3.34719]","[3.30447, 3.34919]","[3.302, 3.35119]"
"[250.0, 275.0]","[3.32231, 3.32231]","[3.32124, 3.32383]","[3.32018, 3.32536]","[3.31912, 3.32688]","[3.31806, 3.32841]","[3.317, 3.32993]","[3.31594, 3.33146]","[3.31488, 3.33298]","[3.31382, 3.33451]","[3.31276, 3.33603]","[3.3117, 3.33756]","[3.31064, 3.33908]"
"[275.0, 300.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[3.32292, 3.33341]"
"[300.0, 325.0]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]","[0, 6]"
"[325.0, 350.0]","[3.32344, 3.32344]","[3.32233, 3.32317]","[3.32123, 3.32291]","[3.32012, 3.32264]","[3.31902, 3.32238]","[3.31791, 3.32211]","[3.31681, 3.32185]","[3.3157, 3.32158]","[3.3146, 3.32132]","[3.31349, 3.32105]","[3.31239, 3.32079]","[3.31128, 3.32052]"
"[350.0, 375.0]","[3.31907, 3.31907]","[3.31734, 3.32083]","[3.31561, 3.3226]","[3.31389, 3.32436]","[3.31216, 3.32613]","[3.31043, 3.32789]","[3.30871, 3.32966]","[3.30698, 3.33142]","[3.30526, 3.33319]","[3.30353, 3.33495]","[3.3018, 3.33672]","[3.30008, 3.33848]"
"[375.0, 400.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[3.30117, 3.33675]"
