,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[4.51226, 4.53992]","[4.65754, 4.68059]","[4.80282, 4.82126]","[4.9481, 4.96193]","[5.09338, 5.1026]","[5.23866, 5.24327]","[5.38394, 5.38394]","[5.09338, 5.1026]","[4.80282, 4.82126]","[4.51226, 4.53992]","[4.2217, 4.25859]","[4.36698, 4.39926]"
"[25.0, 30.0]","[3.00599, 4.60967]","[2.96675, 4.27465]","[2.89525, 4.26978]","[2.78419, 4.55708]","[2.45991, 5.22963]","[2.34711, 5.80183]","[2.58932, 6.0]","[3.09938, 6.0]","[3.16885, 6.0]","[3.79535, 5.50037]","[3.60252, 5.2564]","[3.38356, 4.83634]"
"[30.0, 35.0]","[3.08445, 4.57425]","[2.86027, 4.38058]","[2.86495, 4.2918]","[2.89978, 4.44733]","[2.65618, 5.01958]","[2.5825, 5.46871]","[2.41715, 6.0]","[2.81809, 6.0]","[3.12235, 6.0]","[3.57043, 5.64268]","[3.73143, 5.16236]","[3.42915, 4.86574]"
"[35.0, 40.0]","[3.15427, 4.55515]","[2.92205, 4.37681]","[2.91072, 4.34965]","[2.81701, 4.65933]","[2.71591, 5.02493]","[2.62529, 5.33759]","[2.4937, 5.71722]","[2.84424, 5.7223]","[2.98795, 5.96661]","[3.41831, 5.72478]","[3.8005, 5.13303]","[3.4751, 4.88685]"
"[40.0, 45.0]","[3.17956, 4.62716]","[2.97142, 4.38687]","[2.90196, 4.39145]","[2.85963, 4.6458]","[2.74851, 5.00747]","[2.60307, 5.31744]","[2.66983, 5.40916]","[3.07382, 5.29668]","[3.08208, 5.69229]","[3.31368, 5.74462]","[3.83295, 5.13172]","[3.51242, 4.94874]"
"[45.0, 50.0]","[3.24293, 4.67733]","[3.04343, 4.39267]","[2.80639, 4.51627]","[2.95635, 4.56391]","[2.84924, 4.93662]","[2.67912, 5.26915]","[2.75752, 5.29651]","[3.12507, 5.13984]","[3.17586, 5.44858]","[3.23692, 5.70928]","[3.85101, 5.10288]","[3.55792, 4.98747]"
"[50.0, 55.0]","[3.31451, 4.71109]","[3.0958, 4.45214]","[2.88668, 4.52084]","[3.03977, 4.53307]","[2.95873, 4.8587]","[2.75691, 5.20576]","[2.81954, 5.21922]","[3.19925, 5.00826]","[3.25374, 5.28303]","[3.20325, 5.66594]","[3.84192, 5.0916]","[3.60319, 4.99625]"
"[55.0, 60.0]","[3.37874, 4.74208]","[3.19027, 4.46447]","[2.92288, 4.56506]","[3.08447, 4.53492]","[3.04797, 4.7999]","[2.86132, 5.13055]","[2.928, 5.13051]","[3.29156, 4.90436]","[3.33928, 5.14832]","[3.23533, 5.57434]","[3.83045, 5.07938]","[3.66668, 4.97429]"
"[60.0, 65.0]","[3.4428, 4.75784]","[3.27386, 4.47855]","[2.94548, 4.62516]","[3.05479, 4.62352]","[3.14296, 4.75291]","[2.98272, 5.05726]","[3.0233, 5.07447]","[3.36223, 4.84224]","[3.40573, 5.05076]","[3.30929, 5.45131]","[3.80106, 5.08353]","[3.73122, 4.93899]"
"[65.0, 70.0]","[3.50794, 4.77097]","[3.36074, 4.48902]","[2.97029, 4.67755]","[3.06494, 4.65911]","[3.22385, 4.70582]","[3.06807, 5.01635]","[3.14856, 5.00145]","[3.45208, 4.7851]","[3.47184, 4.9759]","[3.39737, 5.32476]","[3.82712, 5.03137]","[3.79216, 4.90293]"
"[70.0, 75.0]","[3.58573, 4.76422]","[3.44244, 4.50829]","[3.02971, 4.70828]","[3.09534, 4.68699]","[3.30236, 4.66504]","[3.16487, 4.96066]","[3.26109, 4.93962]","[3.54114, 4.73613]","[3.54754, 4.90527]","[3.48, 5.2139]","[3.84884, 4.98263]","[3.85306, 4.85749]"
"[75.0, 80.0]","[3.65425, 4.75752]","[3.52872, 4.51102]","[3.0833, 4.73597]","[3.15256, 4.68403]","[3.38001, 4.62386]","[3.24413, 4.92173]","[3.36226, 4.8897]","[3.61654, 4.70579]","[3.62423, 4.8443]","[3.58831, 5.09026]","[3.87008, 4.94287]","[3.90883, 4.81641]"
"[80.0, 85.0]","[3.71552, 4.74375]","[3.59809, 4.51384]","[3.23863, 4.65206]","[3.24288, 4.64817]","[3.45554, 4.58921]","[3.33347, 4.87273]","[3.46094, 4.83499]","[3.67812, 4.67992]","[3.68488, 4.79543]","[3.68232, 4.98387]","[3.89439, 4.90332]","[3.96068, 4.77456]"
"[85.0, 90.0]","[3.75108, 4.74682]","[3.64115, 4.53228]","[3.30813, 4.64851]","[3.34246, 4.60327]","[3.52976, 4.55512]","[3.40648, 4.83146]","[3.52941, 4.79434]","[3.72544, 4.65267]","[3.74005, 4.74525]","[3.76849, 4.88823]","[3.92279, 4.8649]","[4.00675, 4.73748]"
