,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[25.14012, 25.17277]","[nan, nan]","[nan, nan]"
"[25.0, 30.0]","[nan, nan]","[nan, nan]","[nan, nan]","[7.46368, 15.60954]","[5.61759, 21.25415]","[-0.66912, 29.83221]","[-1.70802, 34.47454]","[0.13997, 35.0]","[6.50703, 35.0]","[9.33831, 31.03474]","[11.95093, 19.47975]","[nan, nan]"
"[30.0, 35.0]","[27.74859, 31.12276]","[27.48071, 29.24733]","[21.57145, 21.73053]","[1.60913, 26.79337]","[-2.58719, 25.27207]","[-0.66886, 28.80112]","[1.54012, 35.0]","[1.60543, 35.0]","[2.90868, 33.9952]","[7.0141, 26.5857]","[15.74785, 22.33711]","[22.31349, 27.2952]"
"[35.0, 40.0]","[34.72643, 35.0]","[30.46066, 35.0]","[19.38997, 24.30861]","[1.03742, 22.69396]","[-2.61337, 20.83887]","[-0.18279, 25.82421]","[2.72031, 31.37799]","[3.90399, 30.54722]","[-1.22339, 30.84381]","[4.08396, 26.7101]","[19.69292, 24.84367]","[29.52908, 34.6218]"
"[40.0, 45.0]","[11.40907, 18.25981]","[11.19341, 19.18783]","[10.51228, 19.65038]","[6.10117, 21.34452]","[1.82106, 21.77256]","[-1.27086, 23.17081]","[3.26384, 21.18064]","[6.46406, 23.44608]","[1.27346, 33.29762]","[5.22625, 30.32614]","[14.33152, 18.89491]","[12.38535, 18.09241]"
"[45.0, 50.0]","[-5.0, 2.18555]","[-3.2647, 5.91379]","[4.04224, 14.16753]","[7.73567, 21.24153]","[3.03861, 24.68966]","[-0.56947, 20.70387]","[2.20723, 15.69789]","[6.04025, 19.93552]","[6.2927, 30.55435]","[6.19282, 31.73842]","[9.13088, 15.46897]","[-0.76156, 6.52333]"
"[50.0, 55.0]","[-5.0, -3.60046]","[-5.0, 0.42468]","[3.47639, 10.49647]","[8.35462, 20.73301]","[2.87734, 26.12483]","[0.71134, 19.01268]","[2.91262, 12.71251]","[6.33055, 17.37446]","[9.64729, 26.16672]","[6.72845, 30.09322]","[6.32789, 14.22886]","[-5.0, 2.52142]"
"[55.0, 60.0]","[-5.0, -0.47753]","[-4.1996, 2.55852]","[4.53353, 10.62469]","[7.7998, 19.88344]","[1.79357, 25.84019]","[2.38796, 17.52412]","[3.63885, 12.78154]","[7.45899, 15.57946]","[10.67661, 22.42729]","[6.37145, 27.7151]","[6.01, 14.76895]","[-3.22807, 4.86394]"
"[60.0, 65.0]","[-5.0, -5.0]","[-5.0, -2.00185]","[3.19737, 8.84343]","[7.89896, 20.71299]","[2.8148, 26.20072]","[2.79166, 16.78715]","[3.02514, 12.11186]","[7.58796, 15.16346]","[12.4345, 21.51183]","[5.64322, 27.77226]","[3.41831, 12.01161]","[-5.0, -0.44958]"
"[65.0, 70.0]","[-5.0, -5.0]","[-5.0, -3.33989]","[3.74709, 7.44758]","[7.6317, 20.58294]","[3.50956, 25.64811]","[3.12574, 16.76868]","[3.30839, 11.8224]","[7.83027, 14.4134]","[13.20563, 19.99818]","[5.71447, 27.13618]","[4.01691, 11.16142]","[-5.0, -1.3355]"
