,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[nan, nan]","[nan, nan]","[nan, nan]","[-5.0, 11.15201]","[18.85033, 35.0]","[33.26066, 33.83648]","[20.50682, 20.53435]","[0.00749, 27.26017]","[19.88122, 25.65852]","[30.34918, 35.0]","[20.60843, 34.28468]","[-5.0, 2.60433]"
"[25.0, 30.0]","[12.09572, 24.55405]","[13.70428, 18.99821]","[5.76461, 24.08296]","[-0.49756, 30.84522]","[3.96803, 30.23147]","[7.99568, 31.00836]","[7.49275, 34.48349]","[4.91274, 35.0]","[12.42199, 28.53015]","[13.48846, 26.60641]","[13.25196, 26.72563]","[12.22533, 27.03946]"
"[30.0, 35.0]","[11.81104, 24.51082]","[12.95446, 19.46658]","[7.17008, 21.73585]","[2.87979, 25.49921]","[4.63555, 27.18769]","[5.11304, 32.38395]","[6.17853, 35.0]","[3.13678, 35.0]","[6.47018, 35.0]","[11.49791, 29.59072]","[11.61427, 28.26706]","[11.00562, 27.73877]"
"[35.0, 40.0]","[11.5465, 24.05462]","[12.75162, 19.35075]","[6.3599, 22.25513]","[0.92246, 26.11379]","[2.79149, 25.80376]","[1.46966, 31.24806]","[2.38391, 34.95244]","[2.05436, 35.0]","[6.43022, 34.83433]","[11.55643, 29.0844]","[12.01208, 27.49745]","[10.43948, 27.57777]"
"[40.0, 45.0]","[11.14574, 23.46997]","[12.48932, 18.84503]","[7.44098, 20.73067]","[2.91102, 23.1347]","[3.46375, 22.45667]","[0.11462, 28.03828]","[1.85846, 30.21582]","[2.99564, 33.24397]","[3.94223, 35.0]","[9.93708, 30.32104]","[11.86532, 27.63411]","[10.52372, 26.93631]"
"[45.0, 50.0]","[10.82841, 22.81315]","[12.30487, 18.35693]","[8.36219, 19.55741]","[4.56831, 20.90668]","[3.46353, 20.51919]","[0.98953, 23.52756]","[4.29002, 23.31965]","[4.73495, 27.69713]","[2.39452, 34.62319]","[8.79205, 30.67106]","[11.56099, 27.55174]","[10.78764, 25.94728]"
"[50.0, 55.0]","[10.85971, 21.80706]","[11.76575, 18.30062]","[8.56764, 19.06911]","[5.29232, 19.76039]","[3.4753, 19.38383]","[2.99658, 19.47589]","[6.12842, 18.84414]","[7.49264, 22.34438]","[1.61732, 33.3164]","[7.59842, 30.32235]","[11.38661, 26.46369]","[11.03882, 24.53106]"
"[55.0, 60.0]","[11.34596, 20.57779]","[10.86063, 18.25779]","[7.70614, 18.94607]","[4.65146, 19.73416]","[3.4398, 19.0844]","[4.46096, 17.50431]","[6.02323, 17.63572]","[8.21207, 19.34111]","[2.15092, 30.05502]","[6.49892, 29.07128]","[11.30424, 25.03849]","[11.18894, 23.52615]"
"[60.0, 65.0]","[11.91092, 19.56322]","[10.2201, 18.07648]","[6.71368, 18.96298]","[3.59916, 20.24138]","[4.16914, 18.46131]","[5.75104, 16.44567]","[5.90911, 17.22225]","[8.06639, 17.76731]","[3.93382, 25.81978]","[5.69346, 27.67145]","[10.57418, 24.47602]","[11.30824, 22.87573]"
"[65.0, 70.0]","[11.73163, 18.92293]","[9.75688, 18.4116]","[4.96397, 21.15466]","[0.4017, 24.12836]","[3.01195, 20.18284]","[7.12352, 15.23765]","[6.57063, 16.20613]","[8.29273, 16.67112]","[5.53104, 22.91481]","[4.66213, 27.10343]","[11.38546, 22.01436]","[11.25579, 21.5455]"
"[70.0, 75.0]","[11.82305, 18.87017]","[9.92372, 17.17003]","[7.32743, 17.00223]","[5.32454, 17.42781]","[4.14899, 17.67787]","[6.59346, 14.63941]","[7.18105, 14.33772]","[8.01246, 15.5531]","[6.62589, 20.76723]","[4.68785, 26.89874]","[11.04159, 23.02317]","[11.81958, 21.77571]"
"[75.0, 80.0]","[12.03923, 17.89881]","[12.91119, 14.03556]","[10.28377, 14.43536]","[8.09656, 15.27537]","[7.06154, 15.20596]","[6.71969, 14.46359]","[6.94766, 13.94227]","[6.33717, 16.12751]","[6.64787, 19.35619]","[4.89221, 25.18736]","[9.88534, 22.71521]","[10.50785, 21.86515]"
