,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[33.62185, 36.27369]","[31.858, 33.37624]","[27.15101, 28.67889]","[19.88971, 21.96254]","[12.03821, 14.65599]","[6.6262, 9.78893]","[6.20589, 9.91357]","[10.99309, 15.24571]","[18.63316, 23.43074]","[25.83088, 31.1734]","[30.65369, 36.05059]","[34.36934, 36.19325]"
"[25.0, 30.0]","[29.81699, 31.70299]","[31.76877, 33.48323]","[34.99721, 36.21905]","[33.29647, 34.36526]","[24.13856, 26.25138]","[12.93702, 16.09388]","[7.62991, 11.83079]","[12.07481, 17.31972]","[22.43983, 28.72877]","[30.73133, 38.0643]","[34.10988, 38.29168]","[31.9505, 34.07176]"
"[30.0, 35.0]","[29.91826, 31.5092]","[31.89886, 33.33607]","[34.99425, 36.36042]","[33.21056, 34.68987]","[24.13165, 26.46848]","[12.97189, 16.16625]","[7.72987, 11.78176]","[12.29413, 17.20355]","[22.8024, 28.56936]","[31.2009, 37.82538]","[34.13932, 38.39373]","[31.87385, 34.12738]"
"[35.0, 40.0]","[29.89068, 31.64389]","[31.94677, 33.35963]","[34.88459, 36.49428]","[33.12679, 34.77288]","[24.08489, 26.51854]","[12.9655, 16.18672]","[7.75512, 11.7639]","[12.34317, 17.13951]","[22.88099, 28.4649]","[31.3269, 37.69837]","[34.02943, 38.55658]","[31.8387, 34.26286]"
"[40.0, 45.0]","[29.90339, 31.68948]","[31.97375, 33.40441]","[34.81434, 36.67776]","[33.11797, 34.92248]","[24.0933, 26.63271]","[12.97386, 16.24818]","[7.76866, 11.77788]","[12.38502, 17.12914]","[22.97056, 28.44959]","[31.46244, 37.67638]","[34.04983, 38.65055]","[31.76399, 34.42042]"
"[45.0, 50.0]","[29.85642, 31.7827]","[31.96736, 33.46382]","[34.82545, 36.79385]","[32.99349, 35.23945]","[24.06723, 26.842]","[13.01434, 16.31793]","[7.8818, 11.71422]","[12.60915, 16.97039]","[23.33774, 28.2278]","[31.96578, 37.38466]","[34.08147, 38.81709]","[31.69545, 34.60596]"
"[50.0, 55.0]","[29.82046, 31.94613]","[31.98228, 33.57851]","[34.6579, 37.11264]","[32.85565, 35.54505]","[23.95202, 27.10651]","[12.90343, 16.52302]","[7.77367, 11.85835]","[12.52278, 17.07256]","[23.29813, 28.313]","[31.98453, 37.46449]","[34.1612, 38.87248]","[31.6624, 34.77781]"
"[55.0, 60.0]","[29.7641, 32.10974]","[31.93556, 33.77802]","[34.52834, 37.50883]","[32.79214, 35.95066]","[23.93246, 27.43286]","[12.88917, 16.73145]","[7.77922, 11.96339]","[12.59996, 17.12601]","[23.48406, 28.35199]","[32.2656, 37.47542]","[34.56541, 38.73001]","[31.625, 34.98145]"
"[60.0, 65.0]","[29.72672, 32.39441]","[31.85357, 34.1064]","[34.40747, 37.88519]","[32.7434, 36.24918]","[23.86344, 27.71079]","[12.78797, 16.9769]","[7.65381, 12.18431]","[12.47577, 17.34784]","[23.38601, 28.59966]","[32.20048, 37.7557]","[34.66803, 38.88219]","[31.55588, 35.30894]"
"[65.0, 70.0]","[29.62769, 32.55069]","[31.81032, 34.335]","[34.44949, 38.26794]","[32.92497, 36.61559]","[24.07548, 27.94402]","[12.97464, 17.02112]","[7.86968, 12.09409]","[12.82784, 17.23017]","[23.92336, 28.50363]","[32.8628, 37.62099]","[35.1654, 38.77827]","[31.37098, 35.65533]"
"[70.0, 75.0]","[33.84586, 37.3019]","[34.52695, 36.33543]","[30.70213, 35.71467]","[26.2252, 30.68221]","[19.24107, 23.33188]","[11.65761, 15.38221]","[6.60326, 9.96165]","[6.63604, 9.62823]","[11.90348, 14.52946]","[19.99583, 22.2556]","[27.63918, 29.53274]","[31.37666, 35.60529]"
