,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[3.26947, 3.90282]","[3.28016, 3.6065]","[3.16124, 3.78284]","[3.52671, 3.52743]","[3.2792, 3.82983]","[3.09512, 4.19567]","[2.89603, 4.92972]","[2.90918, 5.7397]","[4.16014, 5.18275]","[4.1307, 5.31607]","[3.7044, 5.14998]","[3.61454, 4.30665]"
"[25.0, 30.0]","[2.99302, 4.32291]","[2.71518, 4.30628]","[2.98428, 4.00871]","[3.01776, 4.10724]","[2.21855, 5.16213]","[2.1986, 5.60468]","[2.5752, 5.81753]","[2.92233, 6.0]","[3.47264, 5.85751]","[3.74871, 5.45332]","[3.50931, 5.13173]","[3.31419, 4.59507]"
"[30.0, 35.0]","[3.03306, 4.24983]","[2.74009, 4.19789]","[3.04616, 3.88692]","[3.11796, 4.00169]","[2.49783, 4.87216]","[2.40902, 5.28017]","[2.45345, 5.68814]","[2.85562, 5.82805]","[3.34235, 5.75566]","[3.63193, 5.49179]","[3.50389, 5.17233]","[3.35143, 4.59615]"
"[35.0, 40.0]","[3.04825, 4.29006]","[2.73123, 4.26439]","[2.88907, 4.12339]","[3.12476, 4.06763]","[2.51972, 4.83337]","[2.49268, 5.01672]","[2.53006, 5.28131]","[2.91864, 5.39354]","[3.17009, 5.64968]","[3.43383, 5.57233]","[3.53763, 5.14971]","[3.36268, 4.64393]"
"[40.0, 45.0]","[3.06372, 4.36497]","[2.72988, 4.33231]","[2.66411, 4.39464]","[3.09261, 4.14367]","[2.51067, 4.87537]","[2.53492, 4.95488]","[2.65223, 5.05057]","[2.97016, 5.15895]","[3.23691, 5.39571]","[3.25482, 5.64053]","[3.5506, 5.13519]","[3.37355, 4.7084]"
"[45.0, 50.0]","[3.07723, 4.43387]","[2.91884, 4.20335]","[2.59926, 4.50181]","[3.08122, 4.20548]","[2.59843, 4.85147]","[2.62939, 4.90473]","[2.72441, 4.95906]","[2.99921, 5.03822]","[3.27216, 5.24176]","[3.19237, 5.62623]","[3.55728, 5.1331]","[3.3847, 4.76609]"
"[50.0, 55.0]","[3.18362, 4.42632]","[2.98264, 4.2396]","[2.71485, 4.46668]","[3.07796, 4.27285]","[2.68927, 4.81702]","[2.7042, 4.87156]","[2.80079, 4.88772]","[3.02982, 4.96296]","[3.32029, 5.11727]","[3.24095, 5.51485]","[3.57709, 5.10666]","[3.38327, 4.82694]"
"[55.0, 60.0]","[3.24176, 4.4825]","[3.09135, 4.25015]","[2.72184, 4.54134]","[3.07194, 4.32212]","[2.76724, 4.77365]","[2.76742, 4.85496]","[2.88269, 4.85024]","[3.08926, 4.91183]","[3.34813, 5.04883]","[3.28077, 5.41745]","[3.57705, 5.08894]","[3.39098, 4.87598]"
"[60.0, 65.0]","[3.24399, 4.61682]","[3.14706, 4.34326]","[2.79334, 4.57917]","[3.07039, 4.38561]","[2.85842, 4.72881]","[2.83274, 4.85004]","[2.96173, 4.8383]","[3.16391, 4.87482]","[3.3754, 5.00778]","[3.33829, 5.31982]","[3.59935, 5.05933]","[3.42295, 4.91352]"
"[65.0, 70.0]","[3.27143, 4.69376]","[3.19063, 4.44707]","[2.87907, 4.65522]","[3.0699, 4.53406]","[2.98893, 4.71693]","[2.91606, 4.85321]","[3.02894, 4.827]","[3.23453, 4.83028]","[3.41704, 4.96631]","[3.41394, 5.23349]","[3.62709, 5.03706]","[3.48059, 4.90503]"
"[70.0, 75.0]","[3.37694, 4.70517]","[3.25084, 4.50493]","[3.01763, 4.59485]","[2.98133, 4.66326]","[3.07982, 4.66508]","[3.00107, 4.83286]","[3.10939, 4.82448]","[3.31425, 4.80232]","[3.46779, 4.91784]","[3.49697, 5.12598]","[3.65743, 5.00887]","[3.549, 4.90249]"
"[75.0, 80.0]","[3.53899, 4.64591]","[3.34751, 4.53438]","[3.13852, 4.58065]","[3.01185, 4.70395]","[3.17666, 4.62181]","[3.09136, 4.80395]","[3.1943, 4.81062]","[3.39862, 4.77355]","[3.52994, 4.87197]","[3.57669, 5.03139]","[3.69686, 4.96433]","[3.62683, 4.87048]"
"[80.0, 85.0]","[3.61639, 4.6495]","[3.45849, 4.52541]","[3.16608, 4.64748]","[3.04467, 4.745]","[3.2853, 4.57449]","[3.17824, 4.77886]","[3.28687, 4.77952]","[3.48266, 4.73455]","[3.59194, 4.82523]","[3.66868, 4.93316]","[3.73502, 4.92787]","[3.70866, 4.82731]"
"[85.0, 90.0]","[3.69556, 4.67313]","[3.60856, 4.49987]","[3.43055, 4.4871]","[3.20763, 4.64779]","[3.37432, 4.52878]","[3.26009, 4.74459]","[3.43993, 4.68508]","[3.59815, 4.66896]","[3.67854, 4.75764]","[3.77929, 4.81555]","[3.81279, 4.85251]","[3.80233, 4.78311]"
"[90.0, 95.0]","[3.75487, 4.64293]","[3.69317, 4.4635]","[3.26677, 4.71316]","[3.20581, 4.7147]","[3.45442, 4.50552]","[3.33315, 4.71457]","[3.48722, 4.66754]","[3.64538, 4.6414]","[3.73764, 4.71068]","[3.83815, 4.76352]","[3.8685, 4.80285]","[3.89324, 4.70553]"
"[95.0, 100.0]","[3.78153, 4.62709]","[3.72434, 4.43226]","[3.39907, 4.58005]","[3.31598, 4.62507]","[3.55377, 4.4602]","[3.40983, 4.71255]","[3.61447, 4.60546]","[3.73768, 4.58141]","[3.79247, 4.65677]","[3.92097, 4.67187]","[3.90407, 4.76871]","[3.95967, 4.65202]"
"[100.0, 125.0]","[3.89622, 4.50101]","[3.74637, 4.37835]","[3.32982, 4.60707]","[3.39259, 4.51271]","[3.58241, 4.40982]","[3.486, 4.62099]","[3.66653, 4.53112]","[3.72243, 4.56366]","[3.74957, 4.66643]","[3.87616, 4.69759]","[3.91292, 4.75798]","[4.00945, 4.60461]"
