,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[2000.0, 2100.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[34.57122, 34.57122]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[2100.0, 2200.0]","[22.26282, 22.31172]","[13.57582, 13.62785]","[13.42027, 13.47545]","[21.91858, 21.97689]","[32.40879, 32.47025]","[37.63218, 37.66066]","[35.93702, 36.24719]","[32.48957, 32.66538]","[32.38442, 32.63515]","[35.94928, 36.02737]","[37.67354, 37.71968]","[32.68849, 32.73425]"
"[2200.0, 2300.0]","[34.59902, 34.61642]","[34.54969, 34.5695]","[34.50444, 34.53736]","[34.49728, 34.54333]","[34.52202, 34.58118]","[34.56433, 34.59914]","[34.44239, 34.72628]","[34.47735, 34.65277]","[34.38499, 34.7225]","[34.53132, 34.61213]","[34.58143, 34.63422]","[34.60229, 34.65311]"
"[2300.0, 2400.0]","[34.60851, 34.62519]","[34.57176, 34.58941]","[34.53482, 34.56669]","[34.52649, 34.57259]","[34.54271, 34.60303]","[34.58177, 34.61005]","[34.49233, 34.70422]","[34.50407, 34.66341]","[34.39331, 34.75626]","[34.54984, 34.62619]","[34.58967, 34.64129]","[34.60562, 34.65684]"
"[2400.0, 2500.0]","[34.61769, 34.63304]","[34.58067, 34.59705]","[34.54319, 34.57431]","[34.53464, 34.58049]","[34.55103, 34.61162]","[34.58854, 34.62129]","[34.47003, 34.74509]","[34.50496, 34.68071]","[34.35918, 34.8077]","[34.55737, 34.63533]","[34.59772, 34.64991]","[34.61437, 34.66508]"
"[2500.0, 2600.0]","[34.6255, 34.63929]","[34.58805, 34.60249]","[34.55045, 34.5799]","[34.54224, 34.58671]","[34.55884, 34.61832]","[34.59682, 34.62718]","[34.48869, 34.73964]","[34.5133, 34.68521]","[34.36526, 34.81536]","[34.56519, 34.64284]","[34.60612, 34.65777]","[34.62167, 34.67344]"
"[2600.0, 2700.0]","[34.63236, 34.64531]","[34.59597, 34.60947]","[34.55839, 34.58808]","[34.5491, 34.59499]","[34.56392, 34.626]","[34.60237, 34.63273]","[34.49217, 34.74779]","[34.52154, 34.69071]","[34.39788, 34.79808]","[34.57281, 34.6502]","[34.61173, 34.66539]","[34.62758, 34.67963]"
"[2700.0, 2800.0]","[34.63858, 34.65013]","[34.60196, 34.61391]","[34.56464, 34.59209]","[34.55593, 34.59887]","[34.57148, 34.62992]","[34.60733, 34.63987]","[34.50261, 34.74963]","[34.52782, 34.69654]","[34.48443, 34.72348]","[34.57905, 34.65589]","[34.617, 34.67206]","[34.63632, 34.68254]"
"[2800.0, 2900.0]","[34.64422, 34.65466]","[34.60575, 34.61687]","[34.56514, 34.59507]","[34.55471, 34.60344]","[34.57051, 34.63805]","[34.61815, 34.64159]","[34.51055, 34.75764]","[34.53543, 34.70464]","[34.50789, 34.71322]","[34.58509, 34.66111]","[34.62181, 34.67835]","[34.63521, 34.69514]"
"[2900.0, 3000.0]","[34.64881, 34.65809]","[34.61592, 34.62646]","[34.58171, 34.60759]","[34.57217, 34.6134]","[34.58372, 34.64029]","[34.61251, 34.64998]","[34.50926, 34.75771]","[34.53736, 34.70709]","[34.51125, 34.72155]","[34.5949, 34.66393]","[34.62545, 34.68198]","[34.64225, 34.69144]"
"[3000.0, 3100.0]","[34.6537, 34.66222]","[34.61756, 34.62749]","[34.58096, 34.60562]","[34.57209, 34.61148]","[34.58734, 34.64146]","[34.61998, 34.65473]","[34.51653, 34.7651]","[34.54279, 34.71291]","[34.51514, 34.72418]","[34.59033, 34.67393]","[34.62806, 34.68777]","[34.64555, 34.69921]"
"[3100.0, 3200.0]","[34.65803, 34.66574]","[34.62062, 34.62939]","[34.58258, 34.60688]","[34.57356, 34.6134]","[34.58976, 34.64514]","[34.6267, 34.65681]","[34.51872, 34.77239]","[34.54374, 34.72024]","[34.51946, 34.72685]","[34.59929, 34.67218]","[34.63227, 34.69215]","[34.64996, 34.70408]"
"[3200.0, 3300.0]","[34.66179, 34.66889]","[34.62242, 34.63072]","[34.58304, 34.60688]","[34.57442, 34.6138]","[34.5924, 34.64732]","[34.63163, 34.66002]","[34.48494, 34.81491]","[34.54928, 34.72161]","[34.52687, 34.72463]","[34.60086, 34.67627]","[34.63661, 34.69553]","[34.65383, 34.70898]"
"[3300.0, 3400.0]","[34.66522, 34.67155]","[34.62582, 34.63268]","[34.58574, 34.60903]","[34.57669, 34.61641]","[34.59443, 34.65058]","[34.63501, 34.66227]","[34.52738, 34.77812]","[34.55381, 34.72257]","[34.52214, 34.73488]","[34.60429, 34.67875]","[34.63965, 34.69888]","[34.65683, 34.71251]"
"[3400.0, 3500.0]","[34.66813, 34.67358]","[34.62972, 34.63589]","[34.59032, 34.61334]","[34.58095, 34.62083]","[34.59752, 34.65426]","[34.63722, 34.66505]","[34.5322, 34.77819]","[34.55894, 34.72371]","[34.5563, 34.70818]","[34.60791, 34.68218]","[34.64191, 34.70201]","[34.65872, 34.71483]"
"[3500.0, 3600.0]","[34.67088, 34.67552]","[34.63125, 34.63713]","[34.59112, 34.61408]","[34.58195, 34.62199]","[34.59934, 34.65646]","[34.64096, 34.6667]","[34.5353, 34.78021]","[34.56066, 34.72569]","[34.52604, 34.7412]","[34.60952, 34.6839]","[34.64483, 34.7039]","[34.66118, 34.71798]"
"[3600.0, 3700.0]","[34.67265, 34.67752]","[34.6351, 34.64065]","[34.59608, 34.61918]","[34.58646, 34.62713]","[34.60216, 34.66039]","[34.64332, 34.66841]","[34.54464, 34.7746]","[34.56313, 34.72857]","[34.53369, 34.74012]","[34.61172, 34.68732]","[34.64705, 34.70497]","[34.66198, 34.71925]"
"[3700.0, 3800.0]","[34.67168, 34.6767]","[34.64153, 34.6465]","[34.62172, 34.6259]","[34.62661, 34.63]","[34.64769, 34.65028]","[34.65108, 34.67626]","[34.53914, 34.77907]","[34.5627, 34.72493]","[34.53089, 34.7462]","[34.62023, 34.68783]","[34.64981, 34.70781]","[34.66134, 34.71787]"
"[3800.0, 3900.0]","[34.67603, 34.68087]","[34.6385, 34.64338]","[34.59668, 34.62382]","[34.5843, 34.63369]","[34.59738, 34.66903]","[34.64547, 34.66994]","[34.54517, 34.77793]","[34.57174, 34.72427]","[34.52397, 34.75481]","[34.61389, 34.69091]","[34.65033, 34.70816]","[34.66343, 34.72466]"
"[3900.0, 4000.0]","[34.67792, 34.68286]","[34.6385, 34.64324]","[34.59709, 34.61993]","[34.587, 34.62794]","[34.60419, 34.66322]","[34.64692, 34.67386]","[34.52358, 34.80616]","[34.56206, 34.73849]","[34.53422, 34.74642]","[34.60985, 34.69646]","[34.64968, 34.71239]","[34.66022, 34.73313]"
"[4000.0, 4100.0]","[34.6691, 34.67371]","[34.68879, 34.69337]","[34.71024, 34.71648]","[34.71692, 34.72481]","[34.702, 34.71155]","[34.67586, 34.68707]","[34.66146, 34.6648]","[34.6599, 34.66307]","[34.59285, 34.74789]","[34.67459, 34.67741]","[34.67058, 34.67354]","[34.66512, 34.66728]"
