,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[3.10436, 3.78568]","[2.91331, 3.71889]","[3.26202, 3.47327]","[2.07481, 4.89628]","[2.32519, 4.95307]","[2.44699, 5.32992]","[2.51835, 6.0]","[3.33108, 6.0]","[3.76608, 6.0]","[3.85822, 5.69074]","[3.68301, 5.00576]","[3.37905, 4.26307]"
"[25.0, 30.0]","[2.91734, 4.11416]","[2.84889, 3.82545]","[2.91085, 3.79319]","[3.20361, 3.71857]","[2.11335, 5.0483]","[2.3989, 5.04125]","[2.44555, 5.42796]","[2.85264, 5.60162]","[3.35433, 5.59062]","[3.65348, 5.37015]","[3.56718, 4.99339]","[3.35802, 4.40366]"
"[30.0, 35.0]","[2.91076, 4.1287]","[2.91068, 3.75956]","[2.81254, 3.90625]","[3.24282, 3.71327]","[2.44301, 4.72009]","[2.58011, 4.76482]","[2.60255, 5.06629]","[2.70237, 5.50113]","[3.27661, 5.46846]","[3.48682, 5.44564]","[3.608, 4.95201]","[3.29325, 4.4948]"
"[35.0, 40.0]","[2.93311, 4.15651]","[2.91866, 3.76269]","[2.80952, 3.88892]","[3.20026, 3.72049]","[2.53795, 4.56215]","[2.70548, 4.5099]","[2.74631, 4.70493]","[2.917, 5.0161]","[3.21013, 5.29476]","[3.3267, 5.47116]","[3.5577, 4.98722]","[3.31075, 4.53001]"
"[40.0, 45.0]","[2.96065, 4.17833]","[2.93586, 3.76924]","[2.70332, 4.01489]","[3.21116, 3.73826]","[2.42407, 4.68859]","[2.66995, 4.49546]","[2.8178, 4.50116]","[3.02368, 4.73258]","[3.26884, 5.09005]","[3.27301, 5.46699]","[3.51912, 5.05423]","[3.27177, 4.63307]"
"[45.0, 50.0]","[2.95271, 4.25349]","[2.96752, 3.79318]","[2.67997, 4.0635]","[3.16578, 3.7927]","[2.44724, 4.67881]","[2.69508, 4.4847]","[2.84852, 4.45739]","[3.08457, 4.60815]","[3.30081, 4.95724]","[3.22021, 5.42959]","[3.51162, 5.0293]","[3.23315, 4.70594]"
"[50.0, 55.0]","[2.92765, 4.34754]","[2.95165, 3.8774]","[2.58325, 4.20494]","[3.11536, 3.87022]","[2.48728, 4.66573]","[2.74158, 4.46667]","[2.89404, 4.42045]","[3.09599, 4.56259]","[3.31764, 4.86805]","[3.17211, 5.40448]","[3.50411, 5.00709]","[3.20598, 4.76374]"
"[55.0, 60.0]","[2.89336, 4.47953]","[2.88634, 4.02859]","[2.60266, 4.23398]","[3.04886, 3.96196]","[2.53537, 4.65012]","[2.79677, 4.46002]","[2.91596, 4.43789]","[3.10417, 4.55176]","[3.31719, 4.82197]","[3.16536, 5.36046]","[3.50698, 5.00006]","[3.18448, 4.84631]"
"[60.0, 65.0]","[2.88438, 4.62607]","[2.84195, 4.20138]","[2.61069, 4.2926]","[3.07032, 3.94965]","[2.62911, 4.55924]","[2.88748, 4.40992]","[2.93516, 4.49064]","[3.15853, 4.55438]","[3.36781, 4.77988]","[3.15327, 5.35248]","[3.50535, 5.01204]","[3.17099, 4.94261]"
"[65.0, 70.0]","[3.01167, 4.54673]","[2.82324, 4.30984]","[2.56837, 4.41982]","[3.05948, 4.01463]","[2.57905, 4.64469]","[2.85339, 4.48798]","[2.91369, 4.57023]","[3.18701, 4.57026]","[3.3971, 4.74669]","[3.1813, 5.27017]","[3.49364, 4.96017]","[3.23675, 4.8578]"
"[70.0, 75.0]","[3.39858, 4.11716]","[2.97809, 4.16626]","[2.54559, 4.43776]","[3.12215, 3.88247]","[3.01906, 4.08485]","[2.93184, 4.29552]","[2.99965, 4.41349]","[3.33371, 4.37632]","[3.4827, 4.58303]","[3.55087, 4.76282]","[3.57286, 4.71604]","[3.15463, 4.81612]"
