,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[15.0, 20.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[4.40907, 4.43634]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]"
"[20.0, 25.0]","[4.10044, 4.16253]","[3.75458, 3.78621]","[3.64652, 3.6477]","[3.21919, 4.4977]","[3.35246, 5.27206]","[4.20801, 5.36727]","[4.53711, 5.64972]","[4.87641, 5.48996]","[5.12251, 5.14189]","[4.86441, 5.17141]","[4.67853, 4.99231]","[4.44747, 4.62116]"
"[25.0, 30.0]","[3.29872, 4.56527]","[3.08566, 4.63671]","[3.0565, 4.79054]","[3.32794, 4.7429]","[3.02163, 5.30535]","[2.74442, 5.92934]","[2.93654, 6.0]","[3.63551, 6.0]","[3.75271, 6.0]","[3.90313, 5.77282]","[3.89135, 5.18169]","[3.41241, 4.94845]"
"[30.0, 35.0]","[3.29547, 4.62635]","[3.06559, 4.7034]","[3.16856, 4.71455]","[3.6435, 4.44565]","[3.10013, 5.19945]","[2.72261, 5.84751]","[2.67385, 6.0]","[3.39502, 6.0]","[3.64035, 6.0]","[3.99374, 5.60097]","[3.77993, 5.29804]","[3.54089, 4.87188]"
"[35.0, 40.0]","[3.60529, 4.40155]","[3.54618, 4.2611]","[3.09539, 4.79294]","[3.38249, 4.70659]","[3.15258, 5.12914]","[2.65249, 5.82731]","[2.65024, 6.0]","[3.36745, 5.77962]","[3.45787, 5.98845]","[3.69009, 5.75772]","[4.05322, 5.0239]","[3.65217, 4.84657]"
"[40.0, 45.0]","[3.30029, 4.84247]","[3.51068, 4.34085]","[3.1124, 4.74863]","[3.46256, 4.59783]","[3.216, 5.0656]","[2.99031, 5.46883]","[2.71894, 5.93485]","[3.32579, 5.60216]","[3.48737, 5.72705]","[3.67042, 5.65768]","[3.94682, 5.17714]","[3.66788, 4.98256]"
"[45.0, 50.0]","[3.35282, 4.9133]","[3.62093, 4.42622]","[3.28672, 4.76894]","[3.46882, 4.72012]","[3.39036, 4.92985]","[3.09464, 5.32899]","[2.89079, 5.68113]","[3.40133, 5.41509]","[3.54011, 5.54217]","[3.62944, 5.56839]","[3.91419, 5.12685]","[3.64658, 5.01666]"
"[50.0, 55.0]","[3.4802, 4.84928]","[3.64282, 4.4658]","[3.21544, 4.88456]","[3.40787, 4.81184]","[3.39451, 4.94339]","[3.08103, 5.33033]","[3.00231, 5.50434]","[3.45313, 5.24286]","[3.55055, 5.38965]","[3.63157, 5.45602]","[3.91487, 5.08605]","[3.69394, 4.99792]"
"[55.0, 60.0]","[3.50398, 4.88962]","[3.71446, 4.46463]","[3.42021, 4.73225]","[3.53231, 4.72089]","[3.46675, 4.89485]","[3.17737, 5.24611]","[3.16911, 5.32082]","[3.5196, 5.11626]","[3.61993, 5.22736]","[3.6822, 5.31772]","[3.93453, 5.02558]","[3.75052, 4.9629]"
"[60.0, 65.0]","[3.51464, 4.90338]","[3.77162, 4.45397]","[3.54565, 4.64954]","[3.5734, 4.697]","[3.54537, 4.80809]","[3.27974, 5.12931]","[3.27854, 5.20829]","[3.61374, 5.02983]","[3.7058, 5.14455]","[3.76098, 5.22622]","[3.9391, 5.00071]","[3.76953, 4.93832]"
