,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[65.0, 70.0]","[3.53554, 4.92023]","[3.83103, 4.44123]","[3.61649, 4.61154]","[3.64271, 4.64287]","[3.62555, 4.73806]","[3.38941, 5.03525]","[3.38956, 5.11218]","[3.52924, 5.11086]","[3.69751, 5.12167]","[3.84594, 5.0957]","[3.97178, 4.937]","[3.7813, 4.93158]"
"[70.0, 75.0]","[3.60306, 4.89033]","[3.88902, 4.43372]","[3.70108, 4.56317]","[3.68878, 4.609]","[3.66334, 4.70119]","[3.46149, 4.97109]","[3.47246, 5.04706]","[3.49851, 5.15336]","[3.50623, 5.30196]","[3.87063, 5.04016]","[3.99288, 4.88946]","[3.83516, 4.8813]"
"[75.0, 80.0]","[3.66674, 4.84031]","[3.89475, 4.44326]","[3.75831, 4.52575]","[3.72309, 4.60193]","[3.73195, 4.66186]","[3.53216, 4.91835]","[3.56378, 4.95075]","[3.82476, 4.8001]","[3.71453, 5.05887]","[3.92491, 4.96082]","[4.0264, 4.84925]","[3.87454, 4.84984]"
"[80.0, 85.0]","[3.65247, 4.86982]","[3.93343, 4.43981]","[3.83499, 4.48538]","[3.77181, 4.57449]","[3.76427, 4.63555]","[3.58858, 4.86529]","[3.62424, 4.90129]","[3.87047, 4.76937]","[3.77276, 5.00615]","[3.9537, 4.92021]","[4.03833, 4.81679]","[3.89874, 4.81613]"
"[85.0, 90.0]","[3.70351, 4.84664]","[3.9936, 4.41132]","[3.87493, 4.46946]","[3.79718, 4.5629]","[3.80455, 4.60293]","[3.63876, 4.81954]","[3.68057, 4.84306]","[3.91558, 4.71064]","[3.9107, 4.84352]","[3.95221, 4.89641]","[4.05785, 4.78598]","[3.9591, 4.76644]"
"[90.0, 95.0]","[3.73089, 4.84483]","[3.991, 4.43566]","[3.92514, 4.43177]","[3.817, 4.55099]","[3.84627, 4.57065]","[3.67293, 4.79477]","[3.71645, 4.80746]","[3.9368, 4.67367]","[3.96347, 4.76362]","[3.94348, 4.88188]","[4.05635, 4.78257]","[4.02177, 4.7195]"
"[95.0, 100.0]","[3.79356, 4.81571]","[4.03921, 4.42283]","[3.9499, 4.42739]","[3.82635, 4.54587]","[3.857, 4.55829]","[3.70169, 4.76595]","[3.75679, 4.76397]","[3.95727, 4.63603]","[3.94719, 4.74598]","[3.93495, 4.85311]","[4.04715, 4.77253]","[4.06243, 4.68978]"
"[100.0, 125.0]","[3.89376, 4.75194]","[4.07075, 4.4441]","[4.00407, 4.41361]","[3.86186, 4.52664]","[3.91182, 4.50217]","[3.77646, 4.68147]","[3.80778, 4.69249]","[3.98272, 4.56808]","[3.9069, 4.71848]","[3.92583, 4.78647]","[4.06564, 4.70149]","[4.13492, 4.61086]"
"[125.0, 150.0]","[3.95593, 4.66996]","[4.11672, 4.44082]","[4.06235, 4.41205]","[3.89496, 4.52336]","[3.9608, 4.44434]","[3.8525, 4.56707]","[3.86419, 4.57395]","[4.00886, 4.44621]","[3.91488, 4.56976]","[3.92131, 4.61723]","[4.00211, 4.60103]","[4.09957, 4.54271]"
"[150.0, 175.0]","[3.90886, 4.60106]","[4.05974, 4.45909]","[4.07168, 4.41886]","[3.91383, 4.51945]","[3.98662, 4.38654]","[3.84827, 4.48816]","[3.86707, 4.46521]","[3.98367, 4.36735]","[3.90091, 4.47661]","[3.90361, 4.50171]","[3.92477, 4.513]","[4.02842, 4.44787]"
"[175.0, 200.0]","[3.8605, 4.48382]","[3.91751, 4.49736]","[4.01158, 4.43051]","[3.86062, 4.5349]","[3.9662, 4.3321]","[3.78686, 4.42338]","[3.80231, 4.37576]","[3.89344, 4.30632]","[3.89404, 4.34171]","[3.84406, 4.40919]","[3.82856, 4.42966]","[3.93285, 4.35023]"
"[200.0, 225.0]","[3.77273, 4.43538]","[3.83709, 4.46984]","[3.88506, 4.4709]","[3.75952, 4.54986]","[3.87631, 4.3162]","[3.75351, 4.32871]","[3.72384, 4.31689]","[3.79194, 4.27436]","[3.79235, 4.31421]","[3.77074, 4.34729]","[3.74662, 4.36389]","[3.8431, 4.28841]"
"[225.0, 250.0]","[3.73752, 4.29586]","[3.74204, 4.40948]","[3.67663, 4.53574]","[3.64337, 4.51814]","[3.78481, 4.2458]","[3.64109, 4.2698]","[3.63326, 4.23932]","[3.70872, 4.19916]","[3.70813, 4.24304]","[3.6968, 4.25594]","[3.67745, 4.25275]","[3.73649, 4.20927]"
"[250.0, 275.0]","[3.66214, 4.21748]","[3.70184, 4.30227]","[3.50743, 4.55977]","[3.5841, 4.42877]","[3.70093, 4.17608]","[3.56025, 4.1962]","[3.54628, 4.1763]","[3.64065, 4.1225]","[3.64025, 4.16663]","[3.63633, 4.16662]","[3.61303, 4.16071]","[3.65808, 4.12941]"
"[275.0, 300.0]","[3.60909, 4.13162]","[3.6662, 4.18796]","[3.40142, 4.50571]","[3.59793, 4.25333]","[3.63563, 4.088]","[3.49109, 4.12362]","[3.48779, 4.10007]","[3.58787, 4.04025]","[3.60079, 4.06768]","[3.56965, 4.09428]","[3.56736, 4.07046]","[3.5971, 4.05633]"
"[300.0, 325.0]","[3.56334, 4.05312]","[3.62684, 4.08185]","[3.37498, 4.37128]","[3.56332, 4.12975]","[3.58343, 4.0004]","[3.44427, 4.05004]","[3.44985, 4.02468]","[3.54209, 3.96724]","[3.56293, 3.97995]","[3.51344, 4.02672]","[3.53017, 3.9922]","[3.55212, 3.98865]"
"[325.0, 350.0]","[3.51638, 3.98666]","[3.58196, 3.99681]","[3.42505, 4.18126]","[3.53533, 4.02213]","[3.53791, 3.92539]","[3.40884, 3.97895]","[3.41965, 3.95234]","[3.5061, 3.89604]","[3.5321, 3.89933]","[3.46767, 3.96353]","[3.49847, 3.921]","[3.51227, 3.92588]"
"[350.0, 375.0]","[3.47977, 3.92638]","[3.53698, 3.929]","[3.45492, 4.02822]","[3.52087, 3.91746]","[3.4936, 3.86443]","[3.37997, 3.91294]","[3.39479, 3.88037]","[3.47396, 3.82108]","[3.50326, 3.81482]","[3.42428, 3.89908]","[3.46453, 3.85943]","[3.46881, 3.88006]"
"[375.0, 400.0]","[3.45117, 3.86654]","[3.49675, 3.87622]","[3.44409, 3.94134]","[3.49939, 3.8401]","[3.45111, 3.812]","[3.35781, 3.84683]","[3.36984, 3.82213]","[3.45289, 3.75998]","[3.45999, 3.77385]","[3.38803, 3.84901]","[3.43393, 3.80332]","[3.43228, 3.83002]"
"[400.0, 425.0]","[3.43604, 3.80231]","[3.45447, 3.82704]","[3.41503, 3.8686]","[3.45111, 3.78717]","[3.41323, 3.75914]","[3.33749, 3.78673]","[3.34132, 3.7713]","[3.41412, 3.71177]","[3.42761, 3.71222]","[3.39999, 3.74483]","[3.34109, 3.8132]","[3.41119, 3.77518]"
"[425.0, 450.0]","[3.39153, 3.8786]","[3.63547, 3.80377]","[3.79876, 3.80217]","[3.75817, 3.8453]","[3.62571, 3.79657]","[3.46791, 3.7225]","[3.44716, 3.63123]","[3.42682, 3.71333]","[3.36021, 3.91442]","[3.43046, 3.90694]","[3.44177, 3.84595]","[3.38889, 3.83452]"
