,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[20.0, 25.0]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[24.67028, 27.17666]","[25.61992, 27.47746]","[24.98685, 26.19554]","[27.48049, 28.04033]","[32.59276, 35.74098]","[37.46459, 42.0]","[38.34283, 41.96404]","[31.14548, 32.82411]"
"[25.0, 30.0]","[38.36456, 42.0]","[37.59436, 41.86274]","[34.39003, 39.13579]","[31.1515, 36.37465]","[28.43302, 37.13776]","[28.92798, 38.55016]","[31.47629, 38.05027]","[30.55775, 38.10435]","[30.52122, 35.30066]","[28.74453, 36.23301]","[32.0725, 36.78789]","[36.20546, 39.51906]"
"[30.0, 35.0]","[41.46135, 42.0]","[41.87455, 42.0]","[38.07291, 41.55274]","[33.02262, 36.6167]","[27.86646, 36.41037]","[28.32228, 37.17236]","[31.60787, 37.43286]","[31.543, 37.97662]","[31.0133, 35.27009]","[28.77364, 35.35129]","[31.53636, 36.53152]","[37.21911, 40.35621]"
"[35.0, 40.0]","[42.0, 42.0]","[42.0, 42.0]","[38.86275, 42.0]","[33.36991, 36.85171]","[27.68858, 36.28172]","[28.25796, 36.56807]","[31.67872, 36.91831]","[32.32265, 37.16375]","[31.22793, 35.20394]","[28.79079, 35.42358]","[31.51485, 36.69967]","[37.60407, 40.5804]"
"[40.0, 45.0]","[40.48045, 42.0]","[40.76411, 42.0]","[37.39852, 40.35798]","[33.0185, 35.88127]","[27.85117, 36.33686]","[29.23599, 36.00843]","[31.94277, 36.40304]","[32.12684, 36.7336]","[30.90354, 35.38628]","[28.96763, 35.79517]","[32.27249, 36.21679]","[36.79092, 40.04045]"
"[45.0, 50.0]","[42.0, 42.0]","[42.0, 42.0]","[39.30941, 42.0]","[33.75211, 36.50254]","[27.5362, 36.23922]","[29.32222, 35.33457]","[32.17356, 36.45858]","[32.14456, 37.50851]","[31.27677, 35.21642]","[28.27845, 35.75121]","[32.4022, 35.50359]","[37.57007, 40.4657]"
"[50.0, 55.0]","[41.54959, 42.0]","[42.0, 42.0]","[38.85636, 41.86216]","[33.69716, 36.45281]","[28.02545, 35.99691]","[29.27178, 35.62525]","[32.31038, 36.3968]","[32.20058, 37.47947]","[31.40986, 35.22568]","[27.77733, 36.44449]","[32.48634, 35.35116]","[36.83845, 40.59472]"
"[55.0, 60.0]","[42.0, 42.0]","[42.0, 42.0]","[42.0, 42.0]","[35.10408, 37.61839]","[27.85405, 35.15187]","[28.84195, 34.74853]","[32.66388, 36.6105]","[32.872, 38.51296]","[31.53427, 35.71781]","[26.99681, 36.03147]","[32.06207, 34.93294]","[38.32865, 41.86533]"
"[60.0, 65.0]","[40.1481, 42.0]","[40.69179, 42.0]","[37.58722, 40.53373]","[33.37282, 36.12745]","[28.63292, 36.21287]","[30.02629, 35.89263]","[32.95425, 36.11614]","[32.31434, 37.26547]","[30.871, 35.92544]","[27.59367, 37.23414]","[32.63342, 35.44394]","[36.33324, 39.85538]"
"[65.0, 70.0]","[41.21005, 42.0]","[41.91696, 42.0]","[38.47528, 41.48362]","[33.68122, 36.6087]","[28.48638, 36.44689]","[30.10588, 35.91829]","[33.19969, 36.34426]","[32.55968, 37.56351]","[30.96472, 35.94205]","[27.85005, 36.63286]","[32.55524, 35.37211]","[36.88309, 40.13401]"
