,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]","[10, 10]","[11, 11]","[12, 12]"
"[0, 0]","[-0.29034, 0.21235]","[-0.29738, 0.22994]","[-0.23622, 0.18223]","[-0.21980, 0.16650]","[-0.24827, 0.17934]","[-0.28814, 0.20021]","[-0.28868, 0.19556]","[-0.27154, 0.19175]","[-0.23107, 0.17083]","[-0.21944, 0.16766]","[-0.26436, 0.20432]","[-0.30607, 0.23201]"
